neuron_local_idx,neuron_global_idx,membership_count,coarse_overlap,detail_overlap,rr_label_single,preferred_class,selectivity_index,decoder_importance,ablation_effect_proxy,ablation_drop_actual,is_important_neuron,resp_Divergent,resp_Convergent,resp_Random
107,107,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.16240016150686712,0.003907813908153823,0.003907813908153823,,0,0.04313508391863218,0.05518899310291523,0.03640085084846726
108,108,1,Condition_Biased,Biased_Random,Random,Random,0.3832252604455005,0.0040614382268091,0.0040614382268091,,0,0.03416486068723585,0.05926858078474031,0.10477041951208203
109,109,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.5405141687696495,0.003761911656783341,0.003761911656783341,,0,0.056241214801384894,0.025735714581238214,0.007814176560000137
110,110,1,Condition_Biased,Biased_Random,Random,Convergent,0.2368954972385051,0.004229526674546861,0.004229526674546861,,0,0.03342553008244269,0.05152926511973852,0.030156582269679617
111,111,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.17139606758963544,0.004100904453598571,0.004100904453598571,,0,0.16793943462996846,0.12180661001099796,0.11578216084313614
112,112,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.14573508595518855,0.004517936862041951,0.004517936862041951,,0,0.19650694284010334,0.1494478444770846,0.1435849668458104
113,113,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.1741631144780852,0.004365774858657643,0.004365774858657643,,0,0.1955396131163946,0.14260819029043276,0.13245380595326423
114,114,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.14662312023683818,0.004605414404733245,0.004605414404733245,-0.007407407407407307,0,0.17909714586912068,0.13772079417304622,0.12886612670565092
115,115,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.03750575581273071,0.004391649876301521,0.004391649876301521,,0,0.06773983138716883,0.07261985134353083,0.06699906242666422
116,116,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.23458825191917615,0.003946919027333906,0.003946919027333906,,0,0.0654943263011605,0.10356378350554714,0.06291923416709458
117,117,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.25825402732564645,0.004514579557119625,0.004514579557119625,,0,0.10767333431997234,0.10182847575378165,0.02511927940779262
118,118,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.24604599635116706,0.004630558164347202,0.004630558164347202,,0,0.08603288034942967,0.0818384981581143,0.022274567931890487
119,119,2,Shared_Core,Shared_Core,Shared_Core,Random,0.01179228450060442,0.003819420063203042,0.003819420063203042,,0,0.04759908837042059,0.04709746889405386,0.048478292825597305
120,120,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.1835191717293618,0.0043562358439609445,0.0043562358439609445,,0,0.04441603542525425,0.05260961583850009,0.02817213000660693
121,121,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.12410599340946725,0.0034942893670478563,0.0034942893670478563,,0,0.046814885301972496,0.04355043752325906,0.029405098156658586
122,122,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.14852085802687226,0.004110419632137825,0.004110419632137825,,0,0.0870459168261193,0.045729114867441314,0.08333738323439051
123,123,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.11550208193878678,0.0036686688333871505,0.0036686688333871505,,0,0.04055310785662624,0.03933681339942037,0.02497349144132049
124,124,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.4874546488982799,0.003951473954796545,0.003951473954796545,,0,0.02490139813852255,0.05527564637343246,0.01319223462983414
125,125,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.15030499210389425,0.004505101683530347,0.004505101683530347,,0,0.08024366675548393,0.06702002439470518,0.05152704533948391
126,126,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.35266473910090784,0.003992808026124807,0.003992808026124807,,0,0.06916514532295642,0.036108101920160666,0.030091653419313608
127,127,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.3445808545830158,0.004069535156817039,0.004069535156817039,,0,0.0736073130586495,0.11160322601990726,0.03519520450521398
128,128,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.22909913095348405,0.004421754818467665,0.004421754818467665,,0,0.24031011639507832,0.09361178159871429,0.20783709734678268
129,129,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.2016717453210475,0.004902643579692034,0.004902643579692034,2.220446049250313e-16,1,0.147780555334908,0.06275317979552758,0.13360226132251599
130,130,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.23140724471296426,0.004732103741637342,0.004732103741637342,-0.007407407407407307,1,0.06173811613202647,0.03761091528746186,0.03945777013346001
131,131,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.14579246350848185,0.00498159775168519,0.00498159775168519,-0.007407407407407307,1,0.08227404927903856,0.05136458282038648,0.07130878987135711
132,132,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.3896021605745443,0.004180533181633285,0.004180533181633285,,0,0.02440822366150786,0.04645639412085373,0.01640472756008859
133,133,1,Condition_Biased,Biased_Random,Random,Random,0.13708467779669528,0.004305776769097609,0.004305776769097609,,0,0.07117326322003026,0.062474803304270146,0.08805566708108893
134,134,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.29823303797128836,0.0037955759236280883,0.0037955759236280883,,0,0.038338045537885695,0.025153641409127327,0.016294038568243935
135,135,2,Shared_Core,Shared_Core,Shared_Core,Random,0.1266709012960419,0.005188329345413501,0.005188329345413501,-0.007407407407407307,1,0.17670316580269071,0.13504467811928225,0.20109098895832345
136,136,2,Shared_Core,Shared_Core,Shared_Core,Random,0.12470288048327968,0.005278766823730498,0.005278766823730498,0.0,1,0.22495192441123504,0.18015716209140403,0.2602701107660929
137,137,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.18131872746617367,0.0035916170209238057,0.0035916170209238057,,0,0.056138333996016254,0.044641195801357746,0.03316913877648336
138,138,2,Shared_Core,Shared_Core,Shared_Core,Random,0.13301716820048978,0.005102373101063491,0.005102373101063491,0.007407407407407529,1,0.18421863922331896,0.15446515519309928,0.22130458619859483
139,139,3,Shared_Core,Shared_Core,Shared_Core,Random,0.13950479118072323,0.005137389234098267,0.005137389234098267,2.220446049250313e-16,1,0.14365567993027745,0.13002806511663256,0.18121189726171671
140,140,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.5190874375321801,0.0041657371524704695,0.0041657371524704695,,0,0.06886790154708756,0.028183680752085313,0.015420707232422299
141,141,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.5513510354150467,0.004507869526787095,0.004507869526787095,,0,0.09077632542552978,0.0354196519526855,0.01708516930402429
142,142,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.2455673467155651,0.003720931986915993,0.003720931986915993,,0,0.06846999360196707,0.046112297970072304,0.03683142896603655
143,143,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.3216157037243364,0.0037923367931592773,0.0037923367931592773,,0,0.06180001217958138,0.04149479484222534,0.021948999982258237
144,144,2,Shared_Core,Shared_Core,Shared_Core,Random,0.12297668132310151,0.005074808280915931,0.005074808280915931,0.0,1,0.09238756075501442,0.09414969035793865,0.11942497920934801
145,145,2,Shared_Core,Shared_Core,Shared_Core,Random,0.14167776042591734,0.005164734868654225,0.005164734868654225,0.0,1,0.08302431630350098,0.08315594329759873,0.11052044200952406
146,146,2,Shared_Core,Shared_Core,Shared_Core,Random,0.1261245580513664,0.004968908203432174,0.004968908203432174,0.0,1,0.08139620989526587,0.0793802812054911,0.10359276980161666
147,147,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.035975769925440854,0.0046389765395516746,0.0046389765395516746,0.0,0,0.22005234730291973,0.1986208301747129,0.21091730931290872
