Class_ID,Class_Name,Network_Type,Strong_Threshold,Weak_Threshold,Edge_Mean_Corr,Edge_Min_Corr,Edge_Max_Corr,efficiency,modularity,local_efficiency,avg_clustering,density,n_edges
1,Divergent,strong_threshold,0.35,0.1,0.42066458828876946,0.35000553822703095,0.9771952919626767,0.4654179547795951,0.17865403434716454,0.7814580461929369,0.6610753353067015,0.15490089107110383,4259
1,Divergent,weak_threshold,0.35,0.1,0.07948794541815198,0.02485205307333827,0.09999830258511633,0.17877795962902326,0.2881430469779651,0.2141311432409201,0.15506013703858587,0.02204037097654119,606
2,Convergent,strong_threshold,0.35,0.1,0.41902959310638416,0.3500262368230667,0.9839866760418676,0.47272049463534277,0.18321934684193755,0.7668209856389324,0.642954140375685,0.15460992907801419,4251
2,Convergent,weak_threshold,0.35,0.1,0.07770680723749034,0.004640897974795987,0.09997878804903536,0.27079165908958314,0.2702753047879652,0.11861671900250643,0.07351511593340353,0.03044189852700491,837
3,Random,strong_threshold,0.35,0.1,0.4232355674698224,0.3500323597507006,0.9761671523680391,0.43394617203123204,0.17236892839992793,0.725203065003973,0.6101858309768776,0.15668303327877797,4308
3,Random,weak_threshold,0.35,0.1,0.07201691521471924,-0.03458549970053668,0.09995804247784203,0.37330120627991814,0.21805465313763034,0.4017812929652668,0.26552409440640445,0.04717221312965994,1297
