Time(s),Accuracy,Baseline,Accuracy_STD
-2.5,0.4166666666666667,0.38888888888888884,0.01964185503295964
-2.25,0.36666666666666664,0.37777777777777777,0.0534316223935315
-2.0,0.4166666666666667,0.40555555555555556,0.05892556509887896
-1.75,0.42777777777777776,0.42222222222222217,0.08002700161604406
-1.5,0.4166666666666667,0.3111111111111111,0.09820927516479827
-1.25,0.45,0.34444444444444444,0.09296222517045286
-1.0,0.4166666666666667,0.36666666666666664,0.048112522432468816
-0.75,0.37777777777777777,0.4222222222222222,0.07505142270059052
-0.5,0.4166666666666667,0.4333333333333334,0.0941990275434065
-0.25,0.38888888888888884,0.38333333333333336,0.039283710065919304
0.0,0.4722222222222222,0.3555555555555555,0.04392052305789416
0.25,0.7388888888888888,0.42222222222222217,0.07505142270059056
0.5,0.8722222222222223,0.4,0.04212708580028637
0.75,0.9277777777777777,0.38333333333333336,0.04212708580028641
1.0,0.95,0.3277777777777778,0.030429030972509243
1.25,0.95,0.3388888888888889,0.03621779114001473
1.5,0.9555555555555555,0.3555555555555555,0.03167153958608718
1.75,0.9555555555555555,0.3944444444444445,0.05414885747116089
2.0,0.9666666666666668,0.3277777777777778,0.030429030972509243
2.25,0.961111111111111,0.3333333333333333,0.04212708580028641
2.5,0.9722222222222221,0.3222222222222222,0.039283710065919325
2.75,0.9722222222222221,0.3111111111111111,0.0340206908719886
3.0,0.95,0.25,0.04969039949999535
3.25,0.95,0.32777777777777783,0.04969039949999535
3.5,0.9388888888888889,0.2833333333333333,0.06334307917217433
3.75,0.9555555555555555,0.3055555555555555,0.046481112585226435
4.0,0.9666666666666666,0.34444444444444444,0.036217791140014735
4.25,0.961111111111111,0.36666666666666664,0.04212708580028641
4.5,0.9722222222222221,0.36666666666666664,0.039283710065919325
4.75,0.9666666666666668,0.3777777777777778,0.04564354645876386
5.0,0.9722222222222221,0.3777777777777778,0.048112522432468836
5.25,0.9666666666666668,0.3055555555555555,0.06022078719077442
5.5,0.9444444444444444,0.3388888888888889,0.06514466333088094
5.75,0.9333333333333333,0.32222222222222224,0.0464811125852264
6.0,0.9222222222222222,0.32222222222222224,0.06022078719077442
6.25,0.9111111111111111,0.3,0.041201102706087
6.5,0.9222222222222222,0.32222222222222224,0.02324055629261322
6.75,0.8833333333333332,0.2777777777777778,0.03621779114001467
7.0,0.888888888888889,0.32222222222222224,0.055555555555555525
7.25,0.8277777777777778,0.2666666666666666,0.045643546458763826
7.5,0.7944444444444444,0.2777777777777778,0.07505142270059054
7.75,0.7833333333333334,0.31111111111111106,0.08425417160057283
8.0,0.788888888888889,0.29444444444444445,0.031671539586087184
8.25,0.7222222222222222,0.2777777777777778,0.07081971546656649
8.5,0.7166666666666667,0.3333333333333333,0.06022078719077447
8.75,0.5944444444444444,0.3055555555555555,0.08240220541217402
9.0,0.6,0.27222222222222225,0.09337631285539784
9.25,0.538888888888889,0.3277777777777778,0.03167153958608718
9.5,0.5444444444444445,0.36666666666666664,0.07243558228002941
9.75,0.5277777777777778,0.31111111111111106,0.0785674201318386
