window_start,window_end,n_trials,n_neurons_total,n_neurons_removed,removed_ratio,full_accuracy_mean,full_accuracy_std,top10_ablation_accuracy_mean,top10_ablation_accuracy_std,random_drop_mean_accuracy,random_drop_std_accuracy,delta_full_minus_top10,delta_top10_minus_random_mean,ablation_rank_in_random
19,22,180,578,58,0.10034602076124567,0.9722222222222222,0.01924500897298752,0.9611111111111111,0.009622504486493794,0.9636111111111111,0.008917169922581947,0.011111111111111072,-0.0024999999999999467,0.55
