ablation_type,drop_fraction,n_edges_dropped,repeat_idx,base_accuracy_mean,base_accuracy_std,accuracy_mean,accuracy_std,delta_vs_base
top,0.01,275,-1,0.8296296296296296,0.04625924443258073,0.837037037037037,0.03394500514782103,-0.007407407407407418
random,0.01,275,0,0.8296296296296296,0.04625924443258073,0.7777777777777778,0.06666666666666665,0.051851851851851816
random,0.01,275,1,0.8296296296296296,0.04625924443258073,0.8000000000000002,0.022222222222222202,0.02962962962962945
random,0.01,275,2,0.8296296296296296,0.04625924443258073,0.7407407407407408,0.0559246995205241,0.0888888888888888
random,0.01,275,3,0.8296296296296296,0.04625924443258073,0.7999999999999999,0.03849001794597504,0.029629629629629672
random,0.01,275,4,0.8296296296296296,0.04625924443258073,0.7407407407407408,0.04625924443258073,0.0888888888888888
random,0.01,275,5,0.8296296296296296,0.04625924443258073,0.7777777777777777,0.08012336167697755,0.05185185185185193
random,0.01,275,6,0.8296296296296296,0.04625924443258073,0.7925925925925926,0.07143445008142928,0.03703703703703698
random,0.01,275,7,0.8296296296296296,0.04625924443258073,0.8074074074074074,0.07143445008142928,0.022222222222222254
top,0.03,825,-1,0.8296296296296296,0.04625924443258073,0.8148148148148149,0.012830005981991638,0.014814814814814725
random,0.03,825,0,0.8296296296296296,0.04625924443258073,0.7851851851851852,0.03394500514782103,0.0444444444444444
random,0.03,825,1,0.8296296296296296,0.04625924443258073,0.8074074074074075,0.03394500514782103,0.022222222222222143
random,0.03,825,2,0.8296296296296296,0.04625924443258073,0.7555555555555555,0.03849001794597504,0.07407407407407407
random,0.03,825,3,0.8296296296296296,0.04625924443258073,0.8074074074074075,0.04625924443258073,0.022222222222222143
random,0.03,825,4,0.8296296296296296,0.04625924443258073,0.7407407407407408,0.03394500514782104,0.0888888888888888
random,0.03,825,5,0.8296296296296296,0.04625924443258073,0.7777777777777778,0.06666666666666665,0.051851851851851816
random,0.03,825,6,0.8296296296296296,0.04625924443258073,0.7703703703703703,0.03394500514782109,0.059259259259259345
random,0.03,825,7,0.8296296296296296,0.04625924443258073,0.8148148148148148,0.07804187965076102,0.014814814814814836
top,0.05,1375,-1,0.8296296296296296,0.04625924443258073,0.7925925925925926,0.03394500514782104,0.03703703703703698
random,0.05,1375,0,0.8296296296296296,0.04625924443258073,0.7777777777777778,0.06666666666666665,0.051851851851851816
random,0.05,1375,1,0.8296296296296296,0.04625924443258073,0.8074074074074075,0.03394500514782103,0.022222222222222143
random,0.05,1375,2,0.8296296296296296,0.04625924443258073,0.7481481481481481,0.05592469952052409,0.08148148148148149
random,0.05,1375,3,0.8296296296296296,0.04625924443258073,0.7999999999999999,0.05879447357921315,0.029629629629629672
random,0.05,1375,4,0.8296296296296296,0.04625924443258073,0.7481481481481481,0.03394500514782103,0.08148148148148149
random,0.05,1375,5,0.8296296296296296,0.04625924443258073,0.7703703703703703,0.07804187965076104,0.059259259259259345
random,0.05,1375,6,0.8296296296296296,0.04625924443258073,0.7925925925925926,0.03394500514782104,0.03703703703703698
random,0.05,1375,7,0.8296296296296296,0.04625924443258073,0.7851851851851852,0.05592469952052409,0.0444444444444444
