Class_ID,Class_Name,Decile_Index,Mean_Correlation,Noise_Mean_Corr,Corr_Delta_vs_D1,Noise_Delta_vs_D1
1,Divergent,1,0.1174854157643702,-0.06831783550487366,0.0,0.0
1,Divergent,2,0.16665164238418304,0.0737079881610243,0.04916622661981283,0.14202582366589794
1,Divergent,3,0.19513253395843483,0.1449963654668094,0.07764711819406463,0.21331420097168308
1,Divergent,4,0.21868610578137243,0.20155358836240755,0.10120069001700223,0.26987142386728125
1,Divergent,5,0.24204022532778907,0.25103152211077956,0.12455480956341887,0.3193493576156532
1,Divergent,6,0.2641884540810629,0.29979806586359387,0.14670303831669268,0.3681159013684675
1,Divergent,7,0.2885597957185614,0.3507038316373127,0.17107437995419117,0.41902166714218636
1,Divergent,8,0.31699609893596076,0.4050779016307765,0.19951068317159054,0.4733957371356502
1,Divergent,9,0.35335836118069014,0.46985143193602624,0.23587294541631992,0.5381692674408999
1,Divergent,10,0.45223244698672593,0.6054457625978866,0.3347470312223557,0.6737635981027603
2,Convergent,1,0.11056543477781276,-0.15433818747488448,0.0,0.0
2,Convergent,2,0.1632804170975285,-0.02006111332695251,0.052714982319715734,0.13427707414793197
2,Convergent,3,0.1948107735618288,0.054573881010838377,0.08424533878401604,0.20891206848572286
2,Convergent,4,0.21968788345264198,0.11412049156958871,0.10912244867482922,0.2684586790444732
2,Convergent,5,0.24329130974735994,0.1685360233168438,0.1327258749695472,0.3228742107917283
2,Convergent,6,0.2669847504392124,0.22130454382788634,0.1564193156613996,0.3756427313027708
2,Convergent,7,0.2910525453847491,0.27588158849137,0.18048711060693634,0.4302197759662545
2,Convergent,8,0.3177396500151299,0.3358991964742938,0.2071742152373171,0.49023738394917826
2,Convergent,9,0.3529203568394709,0.4126494497216429,0.2423549220616581,0.5669876371965274
2,Convergent,10,0.4497951738195595,0.5666822965493629,0.33922973904174675,0.7210204840242473
3,Random,1,0.09461611921516437,-0.2070760514220809,0.0,0.0
3,Random,2,0.14774303593987972,-0.07493920600221139,0.05312691672471535,0.13213684541986953
3,Random,3,0.18098315138218524,0.004756709278654328,0.08636703216702087,0.21183276070073523
3,Random,4,0.20909069065981722,0.07410603565976834,0.11447457144465285,0.2811820870818492
3,Random,5,0.2349593870628306,0.13968320248448385,0.1403432678476662,0.34675925390656476
3,Random,6,0.26017309865815946,0.2034487459510437,0.16555697944299508,0.41052479737312464
3,Random,7,0.2865682452222242,0.2669840952792741,0.1919521260070598,0.474060146701355
3,Random,8,0.3158149356183487,0.33754558440884885,0.22119881640318434,0.5446216358309297
3,Random,9,0.35457321074654025,0.4226278891610992,0.25995709153137586,0.6297039405831801
3,Random,10,0.4562937069068519,0.5815923783615009,0.3616775876916875,0.7886684297835818
