Class_ID,Class_Name,Mean_Signal_Corr,Mean_Noise_Corr,Mean_Abs_Signal_Corr,Mean_Abs_Noise_Corr,Signal_Noise_Coupling_r
1,Divergent,0.8305768543601195,0.2733570770767823,0.8305768543601195,0.2876215166970333,0.08548442536914255
2,Convergent,0.8225005739752911,0.19749481908946745,0.8225005739752911,0.23296496036623104,0.09699146194900575
3,Random,0.7533779708863108,0.17483882905975218,0.7533779708863108,0.2326347395139547,0.22106311957934366
