window_start,window_end,n_trials,n_neurons_used,neuron_mode,n_features_fc,n_components_svd,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,activity_decoder_accuracy_ref,fc_minus_activity_ref,recall_Divergent,recall_Convergent,recall_Random
10,30,135,235,rr_union,27495,40,3,0.6592592592592593,0.1140355875432641,0.3333333333333333,0.03602709878857451,0.325925925925926,0.9722222222222222,-0.3129629629629629,0.8666666666666667,0.24444444444444444,0.8666666666666667
