importance_strong_tail_decile10,importance_weak_tail_decile1,importance_gap_d10_minus_d1,corr_mean_decile10,corr_mean_decile1
0.12663232508069358,0.08369939261220988,0.0429329324684837,0.39311592758312597,0.07521696146668544
