overlap_category,n_neurons_category,n_important_neurons_total,observed_important_count,expected_important_count,observed_important_fraction,expected_important_fraction,enrichment_ratio,log2_enrichment,p_over,p_under,p_two_sided,p_fdr_bh
Shared_Core,113,47,20,22.599999999999905,0.425531914893608,0.4808510638297852,0.8849557522105339,-0.17632277264009752,0.844196026631074,0.2468877600317107,0.4937755200634214,0.4937755200634214
Condition_Biased,122,47,27,24.399999999999896,0.5744680851063707,0.5191489361702105,1.10655737704703,0.14607825948765252,0.2468877600317107,0.844196026631074,0.4937755200634214,0.4937755200634214
