window_start,window_end,n_trials,n_neurons,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,recall_Divergent,recall_Convergent,recall_Random
17,20,180,1308,3,0.9944444444444445,0.009622504486493794,0.35388888888888886,0.049293842154241936,0.6405555555555555,1.0,0.9864864864864865,1.0
