neuron_local_idx,neuron_global_idx,membership_count,coarse_overlap,detail_overlap,rr_label_single,preferred_class,selectivity_index,decoder_importance,ablation_effect_proxy,ablation_drop_actual,is_important_neuron,resp_Divergent,resp_Convergent,resp_Random
0,0,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.2122927456309822,0.0012767881707620185,0.0012767881707620185,,0,0.03302384016877681,0.021911319970312686,0.021004252298193617
1,1,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.4185691838937179,0.0013788118275487344,0.0013788118275487344,,0,0.0939396490101461,0.05329591323420204,0.02371042161140331
2,2,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.2503056625364068,0.0013395569963509176,0.0013395569963509176,,0,0.04593004067009561,0.02661895492693057,0.02846116258567849
3,3,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.49999464787591263,0.0012286013273643548,0.0012286013273643548,,0,0.10703496460521979,0.04771305635982604,0.023644605138909446
4,4,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.3022952290685354,0.0011462602250656053,0.0011462602250656053,,0,0.032557296517388847,0.025391145246701215,0.009494003069103342
5,5,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.2249044649118054,0.0013296652222548628,0.0013296652222548628,,0,0.02639911829853657,0.01792010572646652,0.015489583452369353
6,6,2,Shared_Core,Shared_Core,Shared_Core,Random,0.10021330691985704,0.0014049682355488531,0.0014049682355488531,,0,0.07477589416756202,0.06294409234311667,0.08419849001622015
7,7,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.0725035297891425,0.0014961868926501606,0.0014961868926501606,,0,0.1665387898979206,0.1425872748331712,0.1454567930754996
8,8,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.03820387383276711,0.001462585994537199,0.001462585994537199,,0,0.17680884209811373,0.1558366128419702,0.17175619178559892
9,9,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.47220073607989344,0.0016467746151414895,0.0016467746151414895,,1,0.0344750940720871,0.04896248474314406,0.0006320251859435739
10,10,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.4517480401841675,0.001681041113729337,0.001681041113729337,0.0,1,0.04777561613018551,0.06325390711762346,0.0
11,11,1,Condition_Biased,Biased_Random,Random,Convergent,0.29831855797154955,0.0015067338391898093,0.0015067338391898093,,0,0.01999498167070289,0.03693929715249855,0.019932999230502534
