Class_ID,Class_Name,Mean_Signal_Corr,Mean_Noise_Corr,Mean_Abs_Signal_Corr,Mean_Abs_Noise_Corr,Signal_Noise_Coupling_r
1,Divergent,0.8059807380979301,0.13818541857585107,0.8059807380979301,0.18454210924716216,0.13373167380475515
2,Convergent,0.8004589688487788,0.09836215478509737,0.8031037308395318,0.15640169690020686,0.13691150862419782
3,Random,0.7037647315613217,0.08185553414828872,0.7048045858630803,0.16386597609784664,0.1522321902545827
