level_type,overlap_category,n_neurons,n_important_neurons,important_fraction,mean_selectivity_index,sem_selectivity_index,mean_decoder_importance,sem_decoder_importance,mean_ablation_effect_proxy,sem_ablation_effect_proxy,n_actual_ablation_eval,mean_ablation_drop_actual,sem_ablation_drop_actual
coarse,Condition_Biased,442,77,0.1742081447963797,0.3198252040496111,0.008257611832136377,0.0013922427891130595,8.450605349877696e-06,0.0013922427891130595,8.450605349877696e-06,30,0.0051679586563306845,0.000678586216329307
coarse,Shared_Core,269,66,0.24535315985130018,0.2132491454009625,0.007717658530421638,0.0014298464208606985,1.0921810902271627e-05,0.0014298464208606985,1.0921810902271627e-05,30,0.004651162790697623,0.0007052074823989721
detail,Biased_Convergent,140,33,0.23571428571428404,0.36164631719992235,0.01366062387151024,0.0014386135723749708,1.6060735307410045e-05,0.0014386135723749708,1.6060735307410045e-05,11,0.00493305144467929,0.0011792248435998098
detail,Biased_Divergent,170,15,0.08823529411764654,0.3494958020266888,0.01385476717446371,0.0013472837201585319,1.1816707125305047e-05,0.0013472837201585319,1.1816707125305047e-05,8,0.006782945736434023,0.0009689922480620032
detail,Biased_Random,132,29,0.21969696969696803,0.2372573442227414,0.012839449086814366,0.0014009634865797412,1.564752547818231e-05,0.0014009634865797412,1.564752547818231e-05,11,0.004228329809725106,0.0012206136769336543
detail,Shared_Core,269,66,0.24535315985130018,0.2132491454009625,0.007717658530421638,0.0014298464208606985,1.0921810902271627e-05,0.0014298464208606985,1.0921810902271627e-05,30,0.004651162790697623,0.0007052074823989721
