rank,edge_idx,neuron_i_local,neuron_j_local,neuron_i_global,neuron_j_global,layer_i,layer_j,layer_pair,strength_decile,corr_mean,edge_importance,edge_importance_raw
1,160170,281,282,281,282,DepthMid,DepthMid,DepthMid--DepthMid,10,0.9756200931159706,4.8940214687535066e-05,0.013581752199665773
2,252269,694,695,694,695,DepthLow,DepthLow,DepthLow--DepthLow,10,0.9542805457739374,3.9479858427730855e-05,0.010956340454711918
3,252384,704,705,704,705,DepthLow,DepthLow,DepthLow--DepthLow,10,0.9361545951321256,3.7285644851732626e-05,0.01034740840869168
4,131127,218,219,218,219,DepthMid,DepthMid,DepthMid--DepthMid,10,0.9532400528704744,3.7063726179632174e-05,0.010285822156318437
5,245854,596,601,596,601,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8612280728552141,3.688620914777084e-05,0.010236558123592913
6,82169,127,128,127,128,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.9423646696903764,3.6759749279228315e-05,0.010201463332760615
7,251544,669,670,669,670,DepthLow,DepthLow,DepthLow--DepthLow,10,0.881356557842828,3.473413076258265e-05,0.009639319318481433
8,245850,596,597,596,597,DepthLow,DepthLow,DepthLow--DepthLow,10,0.9475884857653486,3.404276962804316e-05,0.009447454700196733
9,251279,663,666,663,666,DepthMid,DepthMid,DepthMid--DepthMid,10,0.8964353638826893,3.336676252548391e-05,0.009259851090143257
10,246410,601,602,601,602,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8166234166906253,3.269744345721831e-05,0.009074103524756913
11,160537,281,649,281,649,DepthMid,DepthMid,DepthMid--DepthMid,10,0.8462050383063616,3.1908747484467925e-05,0.00885522681301461
12,213906,433,438,433,438,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.9221442512257569,3.1797585975140176e-05,0.008824377580262575
13,160965,282,649,282,649,DepthMid,DepthMid,DepthMid--DepthMid,10,0.8381958158164404,3.0770154734825774e-05,0.008539247721367625
14,131780,219,381,219,381,DepthMid,DepthMid,DepthMid--DepthMid,10,0.7974270720535048,3.073477319311956e-05,0.008529428734365543
15,245737,595,598,595,598,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8532530011997203,3.0454851172840124e-05,0.008451745554205048
16,56780,85,86,85,86,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.9475396987601928,2.997617783890762e-05,0.008318905462522432
17,213907,433,439,433,439,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8333025166918417,2.893067490767683e-05,0.008028760398250422
18,245967,597,601,597,601,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8915187329266414,2.8779053348949234e-05,0.00798668280517256
19,9787,13,649,13,649,DepthLow,DepthMid,DepthLow--DepthMid,10,0.27485254174582924,2.8736190615686993e-05,0.00797478765870692
20,131289,218,381,218,381,DepthMid,DepthMid,DepthMid--DepthMid,10,0.7795783603201452,2.828870716249996e-05,0.00785060329594022
21,249921,640,642,640,642,DepthLow,DepthLow,DepthLow--DepthLow,10,0.7355936014274755,2.8207170489948344e-05,0.007827975465456603
22,252285,695,696,695,696,DepthLow,DepthLow,DepthLow--DepthLow,10,0.9494814997833393,2.79039080276553e-05,0.007743814910775308
23,218735,451,452,451,452,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.711071236216923,2.7787789161334615e-05,0.007711589926104872
24,203264,397,398,397,398,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.9489784428401316,2.7138814247672762e-05,0.007531488213894776
25,181905,335,336,335,336,DepthMid,DepthMid,DepthMid--DepthMid,10,0.9349455914141471,2.6889515856696206e-05,0.007462303618125494
26,251545,669,671,669,671,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8152123397094883,2.622343494765787e-05,0.007277454697677441
27,118502,193,194,193,194,DepthMid,DepthMid,DepthMid--DepthMid,10,0.8568074147854156,2.612039065866824e-05,0.0072488581333267675
28,145452,248,249,248,249,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8217466191364431,2.5255680884761653e-05,0.007008886283002631
29,50478,75,79,75,79,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8175796900173045,2.469108184441223e-05,0.006852200328370968
30,119239,194,415,194,415,DepthMid,DepthHigh,DepthHigh--DepthMid,10,0.3780287562653443,2.450429720429274e-05,0.006800364374789571
31,82752,128,129,128,129,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.9329559230842775,2.412104738600126e-05,0.006694005951643389
32,251878,678,680,678,680,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.9725614692110099,2.411697634138369e-05,0.006692876166669159
33,161454,284,285,284,285,DepthMid,DepthMid,DepthMid--DepthMid,10,0.8875552999267516,2.4067586600685796e-05,0.006679169663261943
34,215277,438,439,438,439,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.9093075336048075,2.4056599776832422e-05,0.006676120630477951
35,233689,517,523,517,523,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.7041982453215788,2.405389823089827e-05,0.006675370904967592
36,82170,127,129,127,129,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8903263633939074,2.392029643202033e-05,0.006638294105501653
37,9493,13,355,13,355,DepthLow,DepthMid,DepthLow--DepthMid,10,0.34331840057490803,2.3870597816627724e-05,0.0066245018840486326
38,233685,517,519,517,519,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8582314665533135,2.3825702226044115e-05,0.006612042584675769
39,245384,592,593,592,593,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8269106097684666,2.3704039910178595e-05,0.006578279197312783
40,118723,193,415,193,415,DepthMid,DepthHigh,DepthHigh--DepthMid,10,0.37523665757466484,2.3694644227641692e-05,0.006575671733639448
41,6354,9,10,9,10,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8770536095525189,2.368254756767118e-05,0.006572314702224443
42,219509,454,455,454,455,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.9586665055731403,2.367135269414827e-05,0.006569207932075078
43,251027,658,659,658,659,DepthMid,DepthMid,DepthMid--DepthMid,10,0.8712172095570792,2.3666565456950764e-05,0.0065678793913289315
44,241009,559,640,559,640,DepthHigh,DepthLow,DepthHigh--DepthLow,9,0.17017518406091964,2.3638376081615265e-05,0.006560056354325221
45,29238,42,322,42,322,DepthMid,DepthMid,DepthMid--DepthMid,10,0.8459857160099407,2.3604460621781382e-05,0.006550644230284849
46,251181,661,663,661,663,DepthMid,DepthMid,DepthMid--DepthMid,10,0.6936727009674137,2.360429431818222e-05,0.006550598078172765
47,69695,106,107,106,107,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.7906646740815367,2.3579195186065172e-05,0.0065436326368681665
48,202950,396,397,396,397,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8205718897755344,2.3461177408896318e-05,0.006510880671743032
49,118722,193,414,193,414,DepthMid,DepthHigh,DepthHigh--DepthMid,10,0.3672754697059357,2.345672599524074e-05,0.006509645327811783
50,229185,495,496,495,496,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8451137617551512,2.342799179235409e-05,0.006501671091782108
51,34275,50,51,50,51,DepthMid,DepthMid,DepthMid--DepthMid,10,0.9733414943382913,2.3371984141822665e-05,0.006486128004452803
52,9436,13,298,13,298,DepthLow,DepthLow,DepthLow--DepthLow,10,0.31695211841238924,2.331680202013044e-05,0.006470814015589846
53,81586,126,128,126,128,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8800130145757667,2.3267320338472144e-05,0.006457081996983134
54,165669,294,295,294,295,DepthMid,DepthMid,DepthMid--DepthMid,10,0.9581089170198187,2.3180063799791098e-05,0.006432866805167305
55,9492,13,354,13,354,DepthLow,DepthMid,DepthLow--DepthMid,10,0.3655642424241708,2.3160327232625662e-05,0.006427389567966274
56,245855,596,602,596,602,DepthLow,DepthLow,DepthLow--DepthLow,10,0.7012380083894874,2.313465490509119e-05,0.006420265055064399
57,186342,347,351,347,351,DepthMid,DepthHigh,DepthHigh--DepthMid,10,0.7006494025622106,2.3092261862471948e-05,0.006408500255839049
58,156264,272,273,272,273,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8929717297245401,2.3057463601364485e-05,0.006398843139245704
59,234262,520,523,520,523,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.7903608126846889,2.305466948158955e-05,0.006398067722900646
60,234642,522,526,522,526,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.7948959663117787,2.3031843052927727e-05,0.006391732995934947
61,118850,193,542,193,542,DepthMid,DepthHigh,DepthHigh--DepthMid,10,0.22933747850528954,2.297627363579249e-05,0.00637631152591833
62,208576,414,542,414,542,DepthHigh,DepthHigh,DepthHigh--DepthHigh,9,0.1921527824863304,2.283239597290081e-05,0.006336382997264786
63,168531,300,682,300,682,DepthMid,DepthMid,DepthMid--DepthMid,8,0.14445270088176548,2.273088535076947e-05,0.006308212051873063
64,251585,670,671,670,671,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8916931037700138,2.2664107919158224e-05,0.006289680164866341
65,9359,13,221,13,221,DepthLow,DepthLow,DepthLow--DepthLow,10,0.2725651928596193,2.257732217857129e-05,0.006265595627627554
66,143302,243,419,243,419,DepthLow,DepthHigh,DepthHigh--DepthLow,9,0.19397703005235067,2.246225973050121e-05,0.006233663817210449
67,208593,414,559,414,559,DepthHigh,DepthHigh,DepthHigh--DepthHigh,8,0.14792696840524786,2.2319964509407828e-05,0.006194174443401487
68,56154,84,85,84,85,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.6665105811348635,2.227499107828784e-05,0.006181693541939565
69,249777,638,639,638,639,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8376915941407237,2.2129634483529387e-05,0.006141354584229611
70,34946,51,63,51,63,DepthMid,DepthMid,DepthMid--DepthMid,10,0.6078125695987904,2.212884166677029e-05,0.006141134563928707
71,9364,13,226,13,226,DepthLow,DepthLow,DepthLow--DepthLow,10,0.2500443050065358,2.2114459361313943e-05,0.006137143226538483
72,129078,213,640,213,640,DepthMid,DepthLow,DepthLow--DepthMid,9,0.17551921502701662,2.2070912175632057e-05,0.0061250581327418905
73,252315,697,699,697,699,DepthLow,DepthLow,DepthLow--DepthLow,10,0.935599394212498,2.199292665640582e-05,0.006103415808447739
74,55528,83,85,83,85,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.6757121765759101,2.197339775131577e-05,0.006097996201048031
75,218207,448,704,448,704,DepthHigh,DepthLow,DepthHigh--DepthLow,9,0.17518197048277465,2.1945096202647886e-05,0.0060901420340132495
76,9346,13,208,13,208,DepthLow,DepthLow,DepthLow--DepthLow,10,0.32628672782411466,2.191662773963119e-05,0.006082241545372839
77,34287,50,63,50,63,DepthMid,DepthMid,DepthMid--DepthMid,10,0.6013778810807644,2.1889032767835398e-05,0.006074583465585489
78,32952,48,49,48,49,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8687301236807647,2.1852634650635756e-05,0.006064482361381182
79,142660,242,244,242,244,DepthLow,DepthLow,DepthLow--DepthLow,10,0.6706281324874717,2.1821507566634007e-05,0.006055844059642845
80,34938,51,55,51,55,DepthMid,DepthMid,DepthMid--DepthMid,10,0.8213086589079567,2.181481244373257e-05,0.006053986047765002
81,118805,193,497,193,497,DepthMid,DepthHigh,DepthHigh--DepthMid,6,0.11272898778958394,2.1784958806872937e-05,0.006045701149534067
82,143297,243,414,243,414,DepthLow,DepthHigh,DepthHigh--DepthLow,9,0.1813277995381767,2.1775368008984608e-05,0.00604303953799133
83,67269,102,103,102,103,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.9575904293727994,2.1766422492638654e-05,0.006040557003186681
84,111695,180,186,180,186,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8493478504277527,2.1526672486579522e-05,0.0059740222486304685
85,133079,221,701,221,701,DepthLow,DepthLow,DepthLow--DepthLow,3,0.06156132597943658,2.1525610032824102e-05,0.0059737273994206344
86,70299,107,108,107,108,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.7462495289457035,2.1516987810107754e-05,0.005971334584164481
87,86229,134,135,134,135,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8728057567564328,2.1459914980669335e-05,0.00595549589134886
88,143594,244,245,244,245,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8132979030864285,2.14418068840323e-05,0.005950470582757509
89,141721,240,242,240,242,DepthLow,DepthLow,DepthLow--DepthLow,10,0.6407199710108786,2.1434830560910522e-05,0.005948534532976982
90,118867,193,559,193,559,DepthMid,DepthHigh,DepthHigh--DepthMid,6,0.11035148608062548,2.1344740543292494e-05,0.005923533001970964
91,122610,201,202,201,202,DepthMid,DepthMid,DepthMid--DepthMid,10,0.9796460170830683,2.1334543975054325e-05,0.005920703278726348
92,229827,498,499,498,499,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8828722673293511,2.1285955986689527e-05,0.005907219275395668
93,118727,193,419,193,419,DepthMid,DepthHigh,DepthHigh--DepthMid,10,0.29719785197479,2.1243856263668466e-05,0.0058955358774090165
94,118551,193,243,193,243,DepthMid,DepthLow,DepthLow--DepthMid,10,0.26108418380794546,2.1044100939504714e-05,0.005840100335683717
95,210041,419,542,419,542,DepthHigh,DepthHigh,DepthHigh--DepthHigh,8,0.1658257599795453,2.09961763588491e-05,0.0058268004394145
96,238306,542,640,542,640,DepthHigh,DepthLow,DepthHigh--DepthLow,9,0.19731033050781832,2.097763034410298e-05,0.0058216536010080614
97,186340,347,349,347,349,DepthMid,DepthMid,DepthMid--DepthMid,10,0.9447936732692435,2.0889335888078516e-05,0.005797150369259182
98,187065,349,351,349,351,DepthMid,DepthHigh,DepthHigh--DepthMid,10,0.6853055578736548,2.087528323865594e-05,0.005793250517094153
99,251184,661,666,661,666,DepthMid,DepthMid,DepthMid--DepthMid,10,0.7153754415264305,2.087094496805299e-05,0.005792046572308038
100,161882,285,288,285,288,DepthMid,DepthMid,DepthMid--DepthMid,10,0.9150443871280302,2.0823836143916353e-05,0.005778973062518054
101,37572,55,63,55,63,DepthMid,DepthMid,DepthMid--DepthMid,10,0.6316747978580853,2.0756412365057217e-05,0.005760261803021616
102,167730,298,702,298,702,DepthLow,DepthLow,DepthLow--DepthLow,2,0.054757361385733616,2.072664936543122e-05,0.0057520020581835534
103,53009,79,80,79,80,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8761001053824828,2.0725454868630442e-05,0.0057516705647551935
104,88528,138,140,138,140,DepthLow,DepthLow,DepthLow--DepthLow,10,0.9083699527930975,2.068818351343863e-05,0.00574132712197316
105,133080,221,702,221,702,DepthLow,DepthLow,DepthLow--DepthLow,3,0.06114899043569451,2.0677945171791133e-05,0.005738485805888227
106,189508,355,649,355,649,DepthMid,DepthMid,DepthMid--DepthMid,10,0.2161513373846859,2.0654623132669978e-05,0.005732013538486932
107,229675,497,559,497,559,DepthHigh,DepthHigh,DepthHigh--DepthHigh,5,0.0998604412372575,2.061322394111464e-05,0.005720524550043359
108,167729,298,701,298,701,DepthLow,DepthLow,DepthLow--DepthLow,2,0.052476288799327316,2.059323008454721e-05,0.005714975910603417
109,87954,137,138,137,138,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8632416038905399,2.0556174329525717e-05,0.005704692300580725
110,252270,694,696,694,696,DepthLow,DepthLow,DepthLow--DepthLow,10,0.8447237779751994,2.0556033199292268e-05,0.005704653134511045
111,251460,667,669,667,669,DepthLow,DepthLow,DepthLow--DepthLow,10,0.7891563809697776,2.0532918490318713e-05,0.0056982384047954
112,62072,93,414,93,414,DepthLow,DepthHigh,DepthHigh--DepthLow,8,0.15872116908230563,2.0496030539855287e-05,0.005688001363426731
113,135509,226,701,226,701,DepthLow,DepthLow,DepthLow--DepthLow,3,0.060129898911476236,2.0457531446958307e-05,0.005677317202293048
114,135510,226,702,226,702,DepthLow,DepthLow,DepthLow--DepthLow,3,0.06526344617192775,2.043690790098486e-05,0.0056715938132013135
115,202951,396,398,396,398,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.7894657180393757,2.0431508229308093e-05,0.005670095311342635
116,167677,298,649,298,649,DepthLow,DepthMid,DepthLow--DepthMid,7,0.1350110622799575,2.0429974789792895e-05,0.005669669755475307
117,208453,414,419,414,419,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.7873667632785687,2.0420939453374873e-05,0.005667162294054189
118,128852,213,414,213,414,DepthMid,DepthHigh,DepthHigh--DepthMid,8,0.16322410324190076,2.0416574036093777e-05,0.005665950815597494
119,126645,208,702,208,702,DepthLow,DepthLow,DepthLow--DepthLow,2,0.054988020983099475,2.0367374949001948e-05,0.005652297221848524
120,55529,83,86,83,86,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.6756214679536623,2.0337520422740504e-05,0.005644012076793273
121,82550,127,509,127,509,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.298458791452774,2.029138386865621e-05,0.005631208388682789
122,245502,593,594,593,594,DepthHigh,DepthHigh,DepthHigh--DepthHigh,10,0.8453030410424971,2.0247103703832733e-05,0.0056189198805544
123,9840,13,702,13,702,DepthLow,DepthLow,DepthLow--DepthLow,2,0.03340806845566251,2.0245813578112655e-05,0.005618561848454452
124,128857,213,419,213,419,DepthMid,DepthHigh,DepthHigh--DepthMid,8,0.14443499475252616,2.0236760077112253e-05,0.005616049346048977
