repeat_idx,accuracy_mean
0,0.9888888888888889
1,0.9833333333333334
2,0.9777777777777777
3,1.0
4,1.0
5,0.9944444444444445
6,0.9944444444444445
7,0.9888888888888889
8,0.9833333333333334
9,1.0
10,0.9944444444444445
11,0.9888888888888889
12,0.9888888888888889
13,0.9944444444444445
14,0.9944444444444445
15,0.9944444444444445
16,0.9888888888888889
17,0.9944444444444445
18,0.9944444444444445
19,0.9777777777777777
