ablation_type,drop_fraction,n_edges_dropped,repeat_idx,base_accuracy_mean,base_accuracy_std,accuracy_mean,accuracy_std,delta_vs_base
top,0.01,2525,-1,0.9612403100775193,0.04841083719688683,0.9612403100775193,0.04841083719688683,0.0
random,0.01,2525,0,0.9612403100775193,0.04841083719688683,0.937984496124031,0.013426750446270392,0.023255813953488302
random,0.01,2525,1,0.9612403100775193,0.04841083719688683,0.945736434108527,0.026853500892540717,0.015503875968992276
random,0.01,2525,2,0.9612403100775193,0.04841083719688683,0.9457364341085271,0.013426750446270392,0.015503875968992165
random,0.01,2525,3,0.9612403100775193,0.04841083719688683,0.9534883720930232,0.023255813953488358,0.007751937984496138
random,0.01,2525,4,0.9612403100775193,0.04841083719688683,0.9534883720930232,0.04028025133881111,0.007751937984496138
random,0.01,2525,5,0.9612403100775193,0.04841083719688683,0.9689922480620154,0.0355238425965569,-0.007751937984496138
random,0.01,2525,6,0.9612403100775193,0.04841083719688683,0.937984496124031,0.026853500892540783,0.023255813953488302
random,0.01,2525,7,0.9612403100775193,0.04841083719688683,0.9612403100775193,0.0355238425965569,0.0
top,0.03,7573,-1,0.9612403100775193,0.04841083719688683,0.9612403100775193,0.026853500892540717,0.0
random,0.03,7573,0,0.9612403100775193,0.04841083719688683,0.945736434108527,0.026853500892540717,0.015503875968992276
random,0.03,7573,1,0.9612403100775193,0.04841083719688683,0.9379844961240309,0.0355238425965569,0.023255813953488413
random,0.03,7573,2,0.9612403100775193,0.04841083719688683,0.9534883720930232,0.023255813953488358,0.007751937984496138
random,0.03,7573,3,0.9612403100775193,0.04841083719688683,0.9534883720930232,0.023255813953488358,0.007751937984496138
random,0.03,7573,4,0.9612403100775193,0.04841083719688683,0.945736434108527,0.035523842596556915,0.015503875968992276
random,0.03,7573,5,0.9612403100775193,0.04841083719688683,0.9534883720930232,0.04651162790697677,0.007751937984496138
random,0.03,7573,6,0.9612403100775193,0.04841083719688683,0.937984496124031,0.013426750446270392,0.023255813953488302
random,0.03,7573,7,0.9612403100775193,0.04841083719688683,0.9534883720930232,0.04028025133881111,0.007751937984496138
top,0.05,12621,-1,0.9612403100775193,0.04841083719688683,0.9379844961240309,0.0355238425965569,0.023255813953488413
random,0.05,12621,0,0.9612403100775193,0.04841083719688683,0.9379844961240309,0.0355238425965569,0.023255813953488413
random,0.05,12621,1,0.9612403100775193,0.04841083719688683,0.9379844961240309,0.0355238425965569,0.023255813953488413
random,0.05,12621,2,0.9612403100775193,0.04841083719688683,0.9612403100775193,0.026853500892540717,0.0
random,0.05,12621,3,0.9612403100775193,0.04841083719688683,0.9534883720930232,0.023255813953488358,0.007751937984496138
random,0.05,12621,4,0.9612403100775193,0.04841083719688683,0.945736434108527,0.035523842596556915,0.015503875968992276
random,0.05,12621,5,0.9612403100775193,0.04841083719688683,0.9767441860465116,0.023255813953488358,-0.015503875968992276
random,0.05,12621,6,0.9612403100775193,0.04841083719688683,0.9534883720930233,0.0,0.007751937984496027
random,0.05,12621,7,0.9612403100775193,0.04841083719688683,0.9534883720930232,0.04028025133881111,0.007751937984496138
