Class_ID,Class_Name,Decile_Index,Mean_Correlation,Noise_Mean_Corr,Corr_Delta_vs_D1,Noise_Delta_vs_D1
1,Divergent,1,0.060581458575321205,-0.1688509940793546,0.0,0.0
1,Divergent,2,0.10313679418520266,-0.0580331904385719,0.04255533560988146,0.11081780364078271
1,Divergent,3,0.12971296188507983,0.004867609068391434,0.06913150330975862,0.17371860314774604
1,Divergent,4,0.1520626992411055,0.05800942222624378,0.09148124066578428,0.2268604163055984
1,Divergent,5,0.17250309903385422,0.10676670103344481,0.111921640458533,0.27561769511279943
1,Divergent,6,0.1925153395804026,0.1545951953124621,0.13193388100508138,0.3234461893918167
1,Divergent,7,0.21368462390129053,0.20494360190965924,0.15310316532596932,0.3737945959890139
1,Divergent,8,0.23785929171372097,0.26140178403955855,0.17727783313839976,0.43025277811891316
1,Divergent,9,0.2689825417806607,0.3336066659684611,0.2084010832053395,0.5024576600478157
1,Divergent,10,0.352668643281887,0.484577032855501,0.2920871847065658,0.6534280269348556
2,Convergent,1,0.05832672307463429,-0.1884902272960442,0.0,0.0
2,Convergent,2,0.10238105752583124,-0.07965205722217666,0.04405433445119695,0.10883817007386754
2,Convergent,3,0.12918663976614517,-0.021970056145410314,0.07085991669151087,0.1665201711506339
2,Convergent,4,0.1517805527353563,0.025465011848296738,0.093453829660722,0.21395523914434095
2,Convergent,5,0.17261194987148307,0.06908691117517345,0.11428522679684877,0.25757713847121766
2,Convergent,6,0.19302610573167162,0.11188675743099533,0.13469938265703732,0.30037698472703955
2,Convergent,7,0.21424065673475312,0.15709849901190392,0.15591393366011883,0.3455887263079481
2,Convergent,8,0.2388097544442252,0.2091459131748166,0.1804830313695909,0.3976361404708608
2,Convergent,9,0.2715133154603241,0.27624389911281366,0.2131865923856898,0.46473412640885786
2,Convergent,10,0.3577016284940721,0.424834130167561,0.29937490541943784,0.6133243574636051
3,Random,1,0.033477012969522,-0.23022412862763275,0.0,0.0
3,Random,2,0.07491093624908952,-0.11714483179414803,0.041433923279567526,0.11307929683348472
3,Random,3,0.10225867121958503,-0.05499829618984522,0.06878165825006302,0.17522583243778753
3,Random,4,0.12577990836580424,-0.0031878614827209805,0.09230289539628225,0.22703626714491176
3,Random,5,0.14819460024780326,0.04587932792592238,0.11471758727828127,0.2761034565535551
3,Random,6,0.1710949883073008,0.0954543723931717,0.1376179753377788,0.3256785010208044
3,Random,7,0.19532514798408862,0.14854060826924864,0.16184813501456663,0.3787647368968814
3,Random,8,0.22333341485382752,0.2083930151818419,0.18985640188430553,0.43861714380947464
3,Random,9,0.25944185583942947,0.283800716618166,0.22596484286990748,0.5140248452457987
3,Random,10,0.34866347992615826,0.4420728848569069,0.31518646695663627,0.6722970134845396
