Class_ID,Class_Name,n_nodes,n_edges,density,mean_degree,largest_component,avg_clustering,global_efficiency,local_efficiency,transitivity,efficiency,modularity,betweenness_mean,mean_correlation,abs_mean_correlation,positive_edge_fraction,negative_edge_fraction,degree_assortativity,avg_shortest_path_lcc,diameter_lcc,degree_centralization
1,Convergent,711,12620,0.04999900952833739,35.49929676511955,648,0.6318095192302111,0.351474585912691,0.7745785610035789,0.4456632713631075,0.351474585912691,0.2668941583932128,0.001979462507210955,0.18836946223426196,0.18837688790251791,0.9994176026623879,0.0005823973376121709,0.06448730704267198,2.6897170225351577,7.0,0.3114404338584398
2,Divergent,711,12620,0.04999900952833739,35.49929676511955,635,0.6614576498409427,0.33807092909120473,0.7869720151932376,0.4391457587993606,0.33807092909120473,0.3091411985352659,0.0019106854960778022,0.18895652897132234,0.18901880864780518,0.997713991402706,0.0022860085972940315,0.03022019756034498,2.698472391266549,7.0,0.2817795347543654
3,Random,711,12620,0.04999900952833739,35.49929676511955,602,0.6396889719708356,0.3120036392759763,0.7618310456595077,0.44674974200376527,0.3120036392759763,0.2340817251061757,0.0016499553561312808,0.16824658871268516,0.16840554336415178,0.9924011014044888,0.007598898595511183,-0.007453265739196979,2.6320307792660076,7.0,0.33262679036135007
