Class_ID,Class_Name,Decile_Index,Decile_Label,Lower_Quantile,Upper_Quantile,Pair_Count,Mean_Correlation,Min_Correlation,Max_Correlation
1,Divergent,1,0-10%,0.0,0.1,25241,0.060581458575321205,-0.02302937431769699,0.0871390651580821
1,Divergent,2,10-20%,0.1,0.2,25241,0.10313679418520266,0.08713977808305226,0.11724512958898896
1,Divergent,3,20-30%,0.2,0.3,25241,0.12971296188507983,0.11724600950920581,0.1413885039156279
1,Divergent,4,30-40%,0.3,0.4,25241,0.1520626992411055,0.14138872348558476,0.16251513943593768
1,Divergent,5,40-50%,0.4,0.5,25241,0.17250309903385422,0.16251622156208517,0.18248187776825817
1,Divergent,6,50-60%,0.5,0.6,25240,0.1925153395804026,0.18248201787055274,0.20276990479475557
1,Divergent,7,60-70%,0.6,0.7,25240,0.21368462390129053,0.20277131558581668,0.22507062755658885
1,Divergent,8,70-80%,0.7,0.8,25240,0.23785929171372097,0.2250706307196401,0.25143868746959647
1,Divergent,9,80-90%,0.8,0.9,25240,0.2689825417806607,0.25143886041834795,0.29026361045178095
1,Divergent,10,90-100%,0.9,1.0,25240,0.352668643281887,0.29026398110571683,0.9912112999495172
2,Convergent,1,0-10%,0.0,0.1,25241,0.05832672307463429,-0.046567979447441614,0.0860085323285322
2,Convergent,2,10-20%,0.1,0.2,25241,0.10238105752583124,0.08600899257210248,0.11678168104500344
2,Convergent,3,20-30%,0.2,0.3,25241,0.12918663976614517,0.11678238546085841,0.1409413955041084
2,Convergent,4,30-40%,0.3,0.4,25241,0.1517805527353563,0.14094215854527875,0.16232472074769605
2,Convergent,5,40-50%,0.4,0.5,25241,0.17261194987148307,0.16232537931692786,0.1828186543572043
2,Convergent,6,50-60%,0.5,0.6,25240,0.19302610573167162,0.1828187476905511,0.20329898382485698
2,Convergent,7,60-70%,0.6,0.7,25240,0.21424065673475312,0.20330039299515643,0.2257436096395274
2,Convergent,8,70-80%,0.7,0.8,25240,0.2388097544442252,0.22574409754120156,0.2531514421092376
2,Convergent,9,80-90%,0.8,0.9,25240,0.2715133154603241,0.2531520804070801,0.29337036254225224
2,Convergent,10,90-100%,0.9,1.0,25240,0.3577016284940721,0.293377362167706,0.9864335105254967
3,Random,1,0-10%,0.0,0.1,25241,0.033477012969522,-0.05371284623985561,0.05912224220161134
3,Random,2,10-20%,0.1,0.2,25241,0.07491093624908952,0.059123235336252154,0.08949488542402324
3,Random,3,20-30%,0.2,0.3,25241,0.10225867121958503,0.08949529734481722,0.11438031029513406
3,Random,4,30-40%,0.3,0.4,25241,0.12577990836580424,0.11438239830640247,0.13701285509629282
3,Random,5,40-50%,0.4,0.5,25241,0.14819460024780326,0.13701321624373772,0.15957741835624484
3,Random,6,50-60%,0.5,0.6,25240,0.1710949883073008,0.15957748385528203,0.1827439938544134
3,Random,7,60-70%,0.6,0.7,25240,0.19532514798408862,0.1827456419383815,0.2086073927386729
3,Random,8,70-80%,0.7,0.8,25240,0.22333341485382752,0.20860816808271157,0.23929642125990466
3,Random,9,80-90%,0.8,0.9,25240,0.25944185583942947,0.23929977488181026,0.2830056449056427
3,Random,10,90-100%,0.9,1.0,25240,0.34866347992615826,0.28300608534464317,0.9853648919459141
