Class_ID,Class_Name,Mean_Correlation,Mean_Abs_Correlation,Weak_Abs_Correlation_Mean,Strong_Abs_Correlation_Mean,Strong_Weak_Gap,Pair_Count
1,Convergent,0.18836946223426196,0.18836946223426196,0.06058040637220778,0.352668643281887,0.2920882369096792,252405
2,Divergent,0.18895652897132234,0.18895652897132234,0.05832562633100299,0.3577016284940721,0.29937600216306914,252405
3,Random,0.16824658871268516,0.16824658871268516,0.0334759969144811,0.34866347992615826,0.31518748301167715,252405
