window_start,window_end,n_trials,n_neurons_total,n_neurons_removed,removed_ratio,full_accuracy_mean,full_accuracy_std,top10_ablation_accuracy_mean,top10_ablation_accuracy_std,random_drop_mean_accuracy,random_drop_std_accuracy,delta_full_minus_top10,delta_top10_minus_random_mean,ablation_rank_in_random
17,20,180,1308,131,0.10015290519877676,0.9944444444444445,0.009622504486493794,0.9944444444444445,0.009622504486493794,0.9911111111111109,0.006598087816406239,0.0,0.0033333333333335213,0.85
