Time(s),Accuracy,Baseline,Accuracy_STD
-2.5,0.43888888888888894,0.38333333333333336,0.07190099503080437
-2.25,0.40555555555555556,0.37222222222222223,0.0912870929175277
-2.0,0.4555555555555556,0.36666666666666664,0.06972166887783963
-1.75,0.4333333333333333,0.4222222222222222,0.06085806194501846
-1.5,0.47777777777777775,0.3611111111111111,0.04564354645876384
-1.25,0.5222222222222224,0.3944444444444445,0.09899183156225257
-1.0,0.5222222222222221,0.3277777777777778,0.08425417160057279
-0.75,0.55,0.3611111111111111,0.06334307917217437
-0.5,0.5777777777777777,0.37222222222222223,0.07954345035153527
-0.25,0.55,0.4444444444444445,0.04120110270608703
0.0,0.4833333333333334,0.39444444444444443,0.08240220541217405
0.25,0.75,0.3944444444444445,0.0809854429839625
0.5,0.95,0.40555555555555556,0.03621779114001473
0.75,0.9444444444444444,0.3555555555555555,0.039283710065919325
1.0,0.9722222222222221,0.40555555555555556,1.2412670766236366e-16
1.25,0.9888888888888889,0.37222222222222223,0.015214515486254621
1.5,0.9888888888888889,0.3666666666666667,0.024845199749997673
1.75,0.9888888888888889,0.35,0.015214515486254621
2.0,0.9944444444444445,0.3611111111111111,0.012422599874998837
2.25,0.9944444444444445,0.3555555555555555,0.012422599874998837
2.5,0.9944444444444445,0.3111111111111111,0.012422599874998837
2.75,0.9944444444444445,0.3777777777777778,0.012422599874998837
3.0,0.9888888888888889,0.4111111111111111,0.024845199749997673
3.25,0.9833333333333334,0.3944444444444445,0.03726779962499651
3.5,0.9944444444444445,0.4111111111111111,0.012422599874998837
3.75,0.9888888888888889,0.4111111111111111,0.024845199749997673
4.0,0.9888888888888889,0.35,0.024845199749997673
4.25,0.9944444444444445,0.34444444444444444,0.012422599874998837
4.5,0.9944444444444445,0.35,0.012422599874998837
4.75,0.9944444444444445,0.4,0.012422599874998837
5.0,0.9944444444444445,0.3555555555555555,0.012422599874998837
5.25,0.9944444444444445,0.34444444444444444,0.012422599874998837
5.5,0.9888888888888889,0.37222222222222223,0.015214515486254621
5.75,0.9833333333333334,0.38888888888888895,0.015214515486254623
6.0,0.9888888888888889,0.3833333333333334,0.015214515486254621
6.25,0.9833333333333334,0.3611111111111111,0.024845199749997673
6.5,0.9722222222222221,0.35,0.0340206908719886
6.75,0.9777777777777776,0.3277777777777778,0.03621779114001473
7.0,0.9555555555555555,0.32222222222222224,0.05760122598146587
7.25,0.9444444444444444,0.38333333333333336,0.07081971546656644
7.5,0.9277777777777778,0.38333333333333336,0.08002700161604406
7.75,0.9055555555555557,0.37777777777777777,0.06394924685122964
8.0,0.8555555555555555,0.31666666666666665,0.06631853547951844
8.25,0.8222222222222223,0.3055555555555555,0.050460839234958185
8.5,0.7666666666666666,0.3055555555555555,0.08695819912499185
8.75,0.7055555555555555,0.3055555555555555,0.08240220541217404
9.0,0.6833333333333333,0.26666666666666666,0.06394924685122964
9.25,0.65,0.27222222222222225,0.09337631285539785
9.5,0.6166666666666666,0.33333333333333337,0.05343162239353148
9.75,0.55,0.3555555555555555,0.05692750425533113
