overlap_category,n_neurons_category,n_important_neurons_total,observed_important_count,expected_important_count,observed_important_fraction,expected_important_fraction,enrichment_ratio,log2_enrichment,p_over,p_under,p_two_sided,p_fdr_bh
Shared_Core,269,143,66,54.102672292545634,0.46153846153845834,0.3783403656821373,1.2199027738028885,0.28676616964215995,0.014462166075853027,0.9912136845553892,0.028924332151706054,0.028924332151706054
Condition_Biased,442,143,77,88.89732770745417,0.5384615384615347,0.6216596343178613,0.8661677688813028,-0.20728160585515398,0.9912136845553892,0.014462166075853027,0.028924332151706054,0.028924332151706054
