window_start,window_end,n_trials,n_neurons_used,neuron_mode,n_features_fc,n_components_svd,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,activity_decoder_accuracy_ref,fc_minus_activity_ref,recall_Divergent,recall_Convergent,recall_Random
10,30,129,711,rr_union,252405,40,3,0.8604651162790699,0.09302325581395349,0.3304909560723515,0.025138391015412237,0.5299741602067183,0.9944444444444445,-0.1339793281653746,0.627906976744186,0.9767441860465116,0.9767441860465116
