layer_pair,layer_a,layer_b,n_edges,importance_sum,importance_mean,corr_mean,layer_source
DepthLow--DepthMid,DepthLow,DepthMid,56169,0.22225656212980754,3.956925744268325e-06,0.11892997898536786,depth_tertile_from_neuron_pos_spi_axis0
DepthHigh--DepthMid,DepthHigh,DepthMid,56169,0.21769535437797094,3.87572067115261e-06,0.11439802849457963,depth_tertile_from_neuron_pos_spi_axis0
DepthLow--DepthHigh,DepthLow,DepthHigh,56169,0.21630745980641147,3.851011408542282e-06,0.0986334317554742,depth_tertile_from_neuron_pos_spi_axis0
DepthLow--DepthLow,DepthLow,DepthLow,27966,0.11894009386923457,4.253024882687355e-06,0.12219157263977677,depth_tertile_from_neuron_pos_spi_axis0
DepthMid--DepthMid,DepthMid,DepthMid,27966,0.11266510498143627,4.028645676229574e-06,0.14502161270730973,depth_tertile_from_neuron_pos_spi_axis0
DepthHigh--DepthHigh,DepthHigh,DepthHigh,27966,0.11213542483513547,4.0097055293976785e-06,0.11736524200720762,depth_tertile_from_neuron_pos_spi_axis0
