Neuron_ID,Class_1,Class_2,Class_3,Membership_Pattern,Membership_Count
0,1,1,1,"1,2,3",3
1,1,1,1,"1,2,3",3
2,0,1,1,"2,3",2
3,1,0,1,"1,3",2
4,1,0,1,"1,3",2
5,0,0,1,3,1
6,1,1,0,"1,2",2
7,1,1,0,"1,2",2
8,1,1,0,"1,2",2
9,1,0,0,1,1
10,0,0,1,3,1
11,1,1,0,"1,2",2
12,0,1,0,2,1
13,0,1,1,"2,3",2
14,0,1,0,2,1
15,0,1,0,2,1
16,0,1,0,2,1
17,0,1,0,2,1
18,0,0,1,3,1
19,1,0,0,1,1
20,0,0,1,3,1
21,1,1,1,"1,2,3",3
22,1,0,1,"1,3",2
23,1,1,1,"1,2,3",3
24,0,0,1,3,1
25,1,1,1,"1,2,3",3
26,1,1,1,"1,2,3",3
27,1,1,1,"1,2,3",3
28,1,1,1,"1,2,3",3
29,1,1,0,"1,2",2
30,1,0,0,1,1
31,1,0,0,1,1
32,1,0,0,1,1
33,1,0,0,1,1
34,1,1,1,"1,2,3",3
35,1,1,0,"1,2",2
36,1,0,0,1,1
37,0,1,0,2,1
38,1,0,0,1,1
39,0,0,1,3,1
40,1,1,1,"1,2,3",3
41,1,0,0,1,1
42,1,0,0,1,1
43,1,0,0,1,1
44,1,0,0,1,1
45,1,0,0,1,1
46,0,1,0,2,1
47,0,0,1,3,1
48,0,0,1,3,1
49,1,0,1,"1,3",2
50,0,0,1,3,1
51,0,0,1,3,1
52,0,0,1,3,1
53,0,0,1,3,1
54,0,0,1,3,1
55,0,0,1,3,1
56,0,0,1,3,1
57,0,0,1,3,1
58,0,1,1,"2,3",2
59,0,1,1,"2,3",2
60,0,1,1,"2,3",2
61,0,0,1,3,1
62,0,1,1,"2,3",2
63,1,1,1,"1,2,3",3
64,1,0,0,1,1
65,1,0,0,1,1
66,1,0,0,1,1
67,1,0,0,1,1
68,1,0,0,1,1
69,0,1,0,2,1
70,1,0,0,1,1
71,1,0,0,1,1
72,1,0,0,1,1
73,0,1,1,"2,3",2
74,1,0,0,1,1
75,1,0,1,"1,3",2
76,1,0,1,"1,3",2
77,1,0,1,"1,3",2
78,1,1,1,"1,2,3",3
79,1,0,1,"1,3",2
80,1,0,1,"1,3",2
81,1,1,1,"1,2,3",3
82,1,1,1,"1,2,3",3
83,1,1,1,"1,2,3",3
84,1,1,1,"1,2,3",3
85,0,1,1,"2,3",2
86,1,0,0,1,1
87,0,1,0,2,1
88,1,0,0,1,1
89,0,0,1,3,1
90,1,1,1,"1,2,3",3
91,1,0,1,"1,3",2
92,1,0,0,1,1
93,1,1,1,"1,2,3",3
94,1,1,1,"1,2,3",3
95,0,0,1,3,1
96,1,0,0,1,1
97,1,0,0,1,1
98,1,1,1,"1,2,3",3
99,1,0,1,"1,3",2
100,0,0,1,3,1
101,0,0,1,3,1
102,0,0,1,3,1
103,1,0,0,1,1
104,1,0,0,1,1
105,0,0,1,3,1
106,1,1,1,"1,2,3",3
107,0,0,1,3,1
108,1,0,1,"1,3",2
109,0,0,1,3,1
110,1,0,0,1,1
111,1,0,1,"1,3",2
112,0,0,1,3,1
113,0,0,1,3,1
114,0,0,1,3,1
115,0,0,1,3,1
116,1,0,1,"1,3",2
117,1,0,0,1,1
118,1,0,0,1,1
119,1,1,1,"1,2,3",3
120,1,0,0,1,1
121,0,0,1,3,1
122,1,1,1,"1,2,3",3
123,1,0,0,1,1
124,0,0,1,3,1
125,0,0,1,3,1
126,1,0,0,1,1
127,1,0,0,1,1
128,1,1,1,"1,2,3",3
129,0,0,1,3,1
130,1,0,0,1,1
131,0,0,1,3,1
132,1,0,0,1,1
133,0,1,0,2,1
134,1,1,1,"1,2,3",3
135,1,1,1,"1,2,3",3
136,1,1,1,"1,2,3",3
137,1,1,1,"1,2,3",3
138,1,0,1,"1,3",2
139,1,1,1,"1,2,3",3
140,1,1,1,"1,2,3",3
141,1,1,1,"1,2,3",3
142,1,1,1,"1,2,3",3
143,0,1,0,2,1
144,1,1,0,"1,2",2
145,1,1,1,"1,2,3",3
146,1,0,0,1,1
147,0,0,1,3,1
148,1,1,0,"1,2",2
149,1,0,1,"1,3",2
150,1,0,0,1,1
151,0,1,0,2,1
152,1,1,1,"1,2,3",3
153,1,1,1,"1,2,3",3
154,1,0,1,"1,3",2
155,1,1,1,"1,2,3",3
156,1,1,1,"1,2,3",3
157,1,1,1,"1,2,3",3
158,0,1,0,2,1
159,1,1,1,"1,2,3",3
160,0,1,1,"2,3",2
161,0,1,1,"2,3",2
162,0,0,1,3,1
163,0,1,0,2,1
164,1,0,0,1,1
165,0,1,0,2,1
166,1,0,0,1,1
167,0,1,0,2,1
168,0,1,0,2,1
169,1,0,0,1,1
170,1,0,0,1,1
171,1,0,0,1,1
172,0,0,1,3,1
173,1,0,0,1,1
174,1,0,0,1,1
175,1,0,0,1,1
176,1,0,1,"1,3",2
177,1,0,0,1,1
178,1,0,0,1,1
179,1,0,0,1,1
180,1,0,0,1,1
181,1,0,0,1,1
182,1,1,0,"1,2",2
183,1,1,0,"1,2",2
184,1,0,0,1,1
185,1,1,0,"1,2",2
186,1,0,0,1,1
187,1,1,1,"1,2,3",3
188,1,0,0,1,1
189,1,0,0,1,1
190,0,1,0,2,1
191,0,1,1,"2,3",2
192,0,1,0,2,1
193,0,0,1,3,1
194,0,0,1,3,1
195,0,1,1,"2,3",2
196,0,1,1,"2,3",2
197,1,0,0,1,1
198,1,0,1,"1,3",2
199,1,1,1,"1,2,3",3
200,0,1,1,"2,3",2
201,0,0,1,3,1
202,0,0,1,3,1
203,1,1,1,"1,2,3",3
204,0,0,1,3,1
205,0,0,1,3,1
206,1,1,1,"1,2,3",3
207,0,0,1,3,1
208,1,0,1,"1,3",2
209,0,0,1,3,1
210,1,1,0,"1,2",2
211,1,1,0,"1,2",2
212,1,1,0,"1,2",2
213,1,0,1,"1,3",2
214,1,1,0,"1,2",2
215,0,1,1,"2,3",2
216,1,1,0,"1,2",2
217,1,1,0,"1,2",2
218,0,1,0,2,1
219,0,0,1,3,1
220,0,0,1,3,1
221,1,0,1,"1,3",2
222,1,1,0,"1,2",2
223,0,0,1,3,1
224,1,0,1,"1,3",2
225,1,0,0,1,1
226,0,0,1,3,1
227,0,0,1,3,1
228,0,1,1,"2,3",2
229,1,1,0,"1,2",2
230,1,1,0,"1,2",2
231,1,1,1,"1,2,3",3
232,0,0,1,3,1
233,0,0,1,3,1
234,1,0,1,"1,3",2
235,0,0,1,3,1
236,1,0,0,1,1
237,1,0,1,"1,3",2
238,1,0,0,1,1
239,1,0,0,1,1
240,1,0,0,1,1
241,1,0,1,"1,3",2
242,1,0,1,"1,3",2
243,1,0,0,1,1
244,1,0,0,1,1
245,1,0,1,"1,3",2
246,0,1,0,2,1
247,0,1,0,2,1
248,1,0,0,1,1
249,0,0,1,3,1
250,0,0,1,3,1
251,0,0,1,3,1
252,0,0,1,3,1
253,0,0,1,3,1
254,0,0,1,3,1
255,1,0,0,1,1
256,1,0,0,1,1
257,1,0,1,"1,3",2
258,1,0,1,"1,3",2
259,0,0,1,3,1
260,1,0,1,"1,3",2
261,1,0,0,1,1
262,1,0,0,1,1
263,1,0,0,1,1
264,0,1,0,2,1
265,0,1,0,2,1
266,0,1,0,2,1
267,0,0,1,3,1
268,1,0,0,1,1
269,1,0,0,1,1
270,0,1,0,2,1
271,1,0,1,"1,3",2
272,1,0,0,1,1
273,1,1,1,"1,2,3",3
274,1,1,1,"1,2,3",3
275,1,1,1,"1,2,3",3
276,0,0,1,3,1
277,1,1,0,"1,2",2
278,0,0,1,3,1
279,1,1,0,"1,2",2
280,1,1,0,"1,2",2
281,1,0,1,"1,3",2
282,0,0,1,3,1
283,1,0,1,"1,3",2
284,1,0,1,"1,3",2
285,1,0,1,"1,3",2
286,1,1,0,"1,2",2
287,1,0,1,"1,3",2
288,1,1,0,"1,2",2
289,1,0,1,"1,3",2
290,1,0,1,"1,3",2
291,1,1,1,"1,2,3",3
292,1,1,0,"1,2",2
293,0,1,0,2,1
294,0,0,1,3,1
295,0,0,1,3,1
296,0,1,0,2,1
297,0,0,1,3,1
298,0,0,1,3,1
299,0,0,1,3,1
300,1,0,0,1,1
301,1,0,0,1,1
302,1,0,0,1,1
303,0,1,0,2,1
304,1,0,0,1,1
305,1,0,0,1,1
306,1,0,1,"1,3",2
307,1,0,0,1,1
308,1,0,0,1,1
309,1,0,0,1,1
310,1,0,0,1,1
311,1,0,0,1,1
312,1,0,0,1,1
313,0,1,0,2,1
314,1,1,1,"1,2,3",3
315,1,1,0,"1,2",2
316,1,1,0,"1,2",2
317,0,0,1,3,1
318,0,1,0,2,1
319,1,1,0,"1,2",2
320,1,0,0,1,1
321,1,0,0,1,1
322,0,1,0,2,1
323,1,1,0,"1,2",2
324,0,1,0,2,1
325,0,1,0,2,1
326,1,1,1,"1,2,3",3
327,0,1,0,2,1
328,1,0,0,1,1
329,0,0,1,3,1
330,1,0,0,1,1
331,0,1,0,2,1
332,0,0,1,3,1
333,1,0,1,"1,3",2
334,1,0,1,"1,3",2
335,1,1,1,"1,2,3",3
336,1,0,0,1,1
337,0,0,1,3,1
338,1,1,0,"1,2",2
339,0,0,1,3,1
340,0,0,1,3,1
341,0,0,1,3,1
342,1,1,0,"1,2",2
343,1,1,1,"1,2,3",3
344,0,0,1,3,1
345,0,0,1,3,1
346,1,1,1,"1,2,3",3
347,0,1,0,2,1
348,0,1,0,2,1
349,0,0,1,3,1
350,0,1,0,2,1
351,0,1,0,2,1
352,0,0,1,3,1
353,0,1,0,2,1
354,0,1,0,2,1
355,1,1,1,"1,2,3",3
356,0,1,0,2,1
357,1,1,1,"1,2,3",3
358,1,1,1,"1,2,3",3
359,1,1,1,"1,2,3",3
360,0,0,1,3,1
361,1,1,1,"1,2,3",3
362,1,1,1,"1,2,3",3
363,1,1,1,"1,2,3",3
364,0,0,1,3,1
365,0,0,1,3,1
366,1,0,1,"1,3",2
367,1,1,1,"1,2,3",3
368,1,0,1,"1,3",2
369,0,0,1,3,1
370,0,0,1,3,1
371,0,0,1,3,1
372,1,1,1,"1,2,3",3
373,1,0,1,"1,3",2
374,0,1,0,2,1
375,1,1,1,"1,2,3",3
376,1,1,1,"1,2,3",3
377,1,1,1,"1,2,3",3
378,1,1,1,"1,2,3",3
379,0,0,1,3,1
380,1,1,1,"1,2,3",3
381,1,0,1,"1,3",2
382,0,0,1,3,1
383,0,0,1,3,1
384,0,0,1,3,1
385,0,1,0,2,1
386,1,1,0,"1,2",2
387,0,1,0,2,1
388,0,1,1,"2,3",2
389,0,1,0,2,1
390,0,1,1,"2,3",2
391,0,1,0,2,1
392,0,1,0,2,1
393,0,0,1,3,1
394,0,1,1,"2,3",2
395,0,0,1,3,1
396,0,1,1,"2,3",2
397,0,1,1,"2,3",2
398,0,1,0,2,1
399,1,1,0,"1,2",2
400,1,0,0,1,1
401,0,1,0,2,1
402,1,1,0,"1,2",2
403,0,0,1,3,1
404,1,0,0,1,1
405,0,0,1,3,1
406,1,0,0,1,1
407,0,1,1,"2,3",2
408,0,1,1,"2,3",2
409,1,0,0,1,1
410,1,0,0,1,1
411,1,0,0,1,1
412,1,0,0,1,1
413,1,0,0,1,1
414,1,0,0,1,1
415,1,0,0,1,1
416,0,1,0,2,1
417,0,0,1,3,1
418,0,0,1,3,1
419,1,1,1,"1,2,3",3
420,0,1,0,2,1
421,1,1,1,"1,2,3",3
422,1,1,1,"1,2,3",3
423,0,1,0,2,1
424,1,1,1,"1,2,3",3
425,0,1,1,"2,3",2
426,0,1,0,2,1
427,0,0,1,3,1
428,0,0,1,3,1
429,0,0,1,3,1
430,0,0,1,3,1
431,0,0,1,3,1
