Neuron_ID,Class_1,Class_2,Class_3,Membership_Pattern,Membership_Count
432,0,0,1,3,1
433,1,0,0,1,1
434,0,0,1,3,1
435,0,0,1,3,1
436,0,0,1,3,1
437,0,0,1,3,1
438,0,1,0,2,1
439,0,0,1,3,1
440,0,0,1,3,1
441,0,0,1,3,1
442,0,0,1,3,1
443,0,0,1,3,1
444,0,0,1,3,1
445,1,0,1,"1,3",2
446,0,1,1,"2,3",2
447,1,1,1,"1,2,3",3
448,1,1,1,"1,2,3",3
449,0,1,1,"2,3",2
450,0,1,1,"2,3",2
451,0,1,1,"2,3",2
452,0,1,1,"2,3",2
453,1,1,0,"1,2",2
454,1,0,0,1,1
455,0,1,0,2,1
456,1,1,1,"1,2,3",3
457,0,0,1,3,1
458,1,1,0,"1,2",2
459,0,0,1,3,1
460,1,0,0,1,1
461,1,0,0,1,1
462,1,1,1,"1,2,3",3
463,1,1,1,"1,2,3",3
464,0,1,1,"2,3",2
465,0,1,1,"2,3",2
466,1,0,0,1,1
467,0,1,0,2,1
468,0,1,0,2,1
469,0,0,1,3,1
470,0,1,0,2,1
471,0,1,0,2,1
472,0,1,0,2,1
473,0,1,1,"2,3",2
474,0,1,1,"2,3",2
475,0,1,0,2,1
476,0,1,0,2,1
477,0,1,0,2,1
478,0,0,1,3,1
479,0,1,1,"2,3",2
480,0,0,1,3,1
481,0,0,1,3,1
482,0,0,1,3,1
483,0,1,1,"2,3",2
484,1,1,0,"1,2",2
485,1,1,0,"1,2",2
486,0,0,1,3,1
487,0,1,0,2,1
488,0,1,0,2,1
489,0,0,1,3,1
490,0,0,1,3,1
491,0,1,1,"2,3",2
492,0,1,0,2,1
493,1,1,1,"1,2,3",3
494,1,1,0,"1,2",2
495,1,1,0,"1,2",2
496,1,1,1,"1,2,3",3
497,1,1,0,"1,2",2
498,0,1,0,2,1
499,1,1,0,"1,2",2
500,0,1,0,2,1
501,0,1,0,2,1
502,1,1,1,"1,2,3",3
503,1,1,0,"1,2",2
504,1,1,0,"1,2",2
505,0,0,1,3,1
506,0,0,1,3,1
507,0,0,1,3,1
508,0,0,1,3,1
509,0,1,0,2,1
510,0,0,1,3,1
511,1,0,0,1,1
512,1,0,1,"1,3",2
513,0,0,1,3,1
514,1,1,0,"1,2",2
515,0,1,0,2,1
516,0,1,1,"2,3",2
517,0,1,0,2,1
518,0,0,1,3,1
519,0,0,1,3,1
520,0,0,1,3,1
521,0,0,1,3,1
522,1,1,0,"1,2",2
523,1,1,0,"1,2",2
524,1,1,0,"1,2",2
525,1,1,0,"1,2",2
526,1,0,0,1,1
527,1,1,1,"1,2,3",3
528,1,1,1,"1,2,3",3
529,0,0,1,3,1
530,1,1,1,"1,2,3",3
531,1,0,0,1,1
532,1,0,0,1,1
533,1,0,0,1,1
534,0,1,1,"2,3",2
535,1,0,1,"1,3",2
536,1,0,1,"1,3",2
537,0,1,0,2,1
538,1,1,0,"1,2",2
539,1,0,0,1,1
540,1,1,0,"1,2",2
541,1,1,1,"1,2,3",3
542,1,1,0,"1,2",2
543,1,0,1,"1,3",2
544,1,0,1,"1,3",2
545,1,0,0,1,1
546,1,1,0,"1,2",2
547,0,1,0,2,1
548,0,1,0,2,1
549,0,1,0,2,1
550,0,0,1,3,1
551,0,0,1,3,1
552,0,1,0,2,1
553,1,1,1,"1,2,3",3
554,1,1,0,"1,2",2
555,1,1,0,"1,2",2
556,1,0,0,1,1
557,1,0,0,1,1
558,1,0,0,1,1
559,1,0,0,1,1
560,0,1,0,2,1
561,0,1,0,2,1
562,1,1,0,"1,2",2
563,1,0,0,1,1
564,1,1,0,"1,2",2
565,1,1,0,"1,2",2
566,1,1,0,"1,2",2
567,1,1,0,"1,2",2
568,1,1,1,"1,2,3",3
569,1,1,1,"1,2,3",3
570,1,1,0,"1,2",2
571,1,1,1,"1,2,3",3
572,1,0,0,1,1
573,1,0,0,1,1
574,1,1,1,"1,2,3",3
575,1,1,0,"1,2",2
576,1,1,1,"1,2,3",3
577,1,1,0,"1,2",2
578,1,1,0,"1,2",2
579,1,1,1,"1,2,3",3
580,0,0,1,3,1
581,0,1,0,2,1
582,0,0,1,3,1
583,0,0,1,3,1
584,0,1,0,2,1
585,0,0,1,3,1
586,0,1,1,"2,3",2
587,0,0,1,3,1
588,1,0,1,"1,3",2
589,1,1,1,"1,2,3",3
590,1,1,1,"1,2,3",3
591,1,1,1,"1,2,3",3
592,1,1,1,"1,2,3",3
593,1,1,1,"1,2,3",3
594,1,1,1,"1,2,3",3
595,1,1,0,"1,2",2
596,1,1,1,"1,2,3",3
597,1,1,0,"1,2",2
598,1,1,1,"1,2,3",3
599,1,1,0,"1,2",2
600,1,1,1,"1,2,3",3
601,1,1,1,"1,2,3",3
602,1,1,1,"1,2,3",3
603,1,1,1,"1,2,3",3
604,0,1,0,2,1
605,1,1,1,"1,2,3",3
606,0,1,1,"2,3",2
607,1,1,1,"1,2,3",3
608,0,1,1,"2,3",2
609,1,1,1,"1,2,3",3
610,0,1,1,"2,3",2
611,0,0,1,3,1
612,0,1,1,"2,3",2
613,0,0,1,3,1
614,0,1,0,2,1
615,1,0,1,"1,3",2
616,1,1,0,"1,2",2
617,0,1,0,2,1
618,0,1,0,2,1
619,0,1,0,2,1
620,0,1,0,2,1
621,1,0,0,1,1
622,1,0,0,1,1
623,0,1,1,"2,3",2
624,1,1,1,"1,2,3",3
625,1,0,0,1,1
626,1,1,1,"1,2,3",3
627,1,1,1,"1,2,3",3
628,0,0,1,3,1
629,0,0,1,3,1
630,1,1,1,"1,2,3",3
631,1,1,0,"1,2",2
632,0,1,0,2,1
633,0,1,0,2,1
634,1,1,1,"1,2,3",3
635,1,1,1,"1,2,3",3
636,1,0,0,1,1
637,1,0,0,1,1
638,0,1,1,"2,3",2
639,0,1,0,2,1
640,1,0,0,1,1
641,0,1,0,2,1
642,0,0,1,3,1
643,0,1,0,2,1
644,1,1,0,"1,2",2
645,1,1,0,"1,2",2
646,1,1,1,"1,2,3",3
647,1,1,1,"1,2,3",3
648,1,0,1,"1,3",2
649,1,1,1,"1,2,3",3
650,0,0,1,3,1
651,0,1,1,"2,3",2
652,0,0,1,3,1
653,0,1,1,"2,3",2
654,0,1,1,"2,3",2
655,0,1,1,"2,3",2
656,0,1,1,"2,3",2
657,0,1,0,2,1
658,0,1,1,"2,3",2
659,1,0,1,"1,3",2
660,0,0,1,3,1
661,1,1,1,"1,2,3",3
662,1,1,0,"1,2",2
663,1,1,0,"1,2",2
664,1,1,1,"1,2,3",3
665,1,1,1,"1,2,3",3
666,1,1,0,"1,2",2
667,1,1,1,"1,2,3",3
668,1,1,1,"1,2,3",3
669,1,1,1,"1,2,3",3
670,0,1,0,2,1
671,1,1,1,"1,2,3",3
672,0,0,1,3,1
673,0,0,1,3,1
674,0,0,1,3,1
675,1,0,0,1,1
676,1,1,1,"1,2,3",3
677,1,0,0,1,1
678,0,1,1,"2,3",2
679,0,1,1,"2,3",2
680,0,0,1,3,1
681,1,0,0,1,1
682,1,0,0,1,1
683,1,0,0,1,1
684,0,1,1,"2,3",2
685,1,0,0,1,1
686,0,0,1,3,1
687,0,0,1,3,1
688,1,1,1,"1,2,3",3
689,1,1,1,"1,2,3",3
690,1,1,1,"1,2,3",3
691,0,1,0,2,1
692,0,1,0,2,1
693,1,1,1,"1,2,3",3
694,1,1,1,"1,2,3",3
695,1,1,1,"1,2,3",3
696,1,0,1,"1,3",2
697,0,0,1,3,1
698,0,0,1,3,1
699,0,1,1,"2,3",2
700,1,0,0,1,1
701,1,0,0,1,1
702,1,0,0,1,1
703,1,1,0,"1,2",2
704,0,0,1,3,1
705,1,0,0,1,1
706,1,0,1,"1,3",2
707,1,0,1,"1,3",2
708,1,1,1,"1,2,3",3
709,0,0,1,3,1
710,1,0,0,1,1
711,1,0,1,"1,3",2
712,1,0,0,1,1
713,0,1,0,2,1
714,0,0,1,3,1
715,0,1,0,2,1
716,0,1,0,2,1
717,1,0,1,"1,3",2
718,0,0,1,3,1
719,0,0,1,3,1
720,0,0,1,3,1
721,0,0,1,3,1
722,0,0,1,3,1
723,0,0,1,3,1
724,1,0,1,"1,3",2
725,0,0,1,3,1
