window_start,window_end,n_trials,n_neurons,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,recall_Divergent,recall_Convergent,recall_Random
18,21,180,1213,3,0.9833333333333334,0.016666666666666663,0.3669444444444444,0.03782530109563737,0.616388888888889,0.9876543209876543,1.0,0.9523809523809523
