level_type,overlap_category,n_neurons,n_important_neurons,important_fraction,mean_selectivity_index,sem_selectivity_index,mean_decoder_importance,sem_decoder_importance,mean_ablation_effect_proxy,sem_ablation_effect_proxy,n_actual_ablation_eval,mean_ablation_drop_actual,sem_ablation_drop_actual
coarse,Condition_Biased,404,77,0.19059405940594012,0.2977437247127622,0.009432111323126859,0.001364493246968366,6.283391035050471e-06,0.001364493246968366,6.283391035050471e-06,30,0.007936507936507912,0.0016586762526279043
coarse,Shared_Core,322,69,0.2142857142857136,0.21755171760055225,0.007183789772478715,0.001393617168398386,6.544261851020768e-06,0.001393617168398386,6.544261851020768e-06,30,0.0058201058201058035,0.0017410210455150177
detail,Biased_Convergent,101,22,0.21782178217821568,0.26489334076921944,0.013146029842985027,0.0013815142739980672,1.2867871198740731e-05,0.0013815142739980672,1.2867871198740731e-05,11,0.007215007215007189,0.002258654522727052
detail,Biased_Divergent,137,19,0.1386861313868603,0.36615075973151,0.02028954173722405,0.0013389820801261556,9.588304391057602e-06,0.0013389820801261556,9.588304391057602e-06,3,0.0052910052910052725,0.006999342092763442
detail,Biased_Random,166,36,0.21686746987951677,0.26127459809064996,0.012231851316060605,0.0013751914766513959,1.029899026543257e-05,0.0013751914766513959,1.029899026543257e-05,16,0.008928571428571404,0.0024966383714519627
detail,Shared_Core,322,69,0.2142857142857136,0.21755171760055225,0.007183789772478715,0.001393617168398386,6.544261851020768e-06,0.001393617168398386,6.544261851020768e-06,30,0.0058201058201058035,0.0017410210455150177
