ablation_type,drop_fraction,n_edges_dropped,repeat_idx,base_accuracy_mean,base_accuracy_std,accuracy_mean,accuracy_std,delta_vs_base
top,0.01,2632,-1,0.9047619047619048,0.06299407883487117,0.9047619047619048,0.041239304942116105,0.0
random,0.01,2632,0,0.9047619047619048,0.06299407883487117,0.873015873015873,0.049563476177765076,0.031746031746031744
random,0.01,2632,1,0.9047619047619048,0.06299407883487117,0.8571428571428572,0.047619047619047616,0.04761904761904756
random,0.01,2632,2,0.9047619047619048,0.06299407883487117,0.8968253968253967,0.013746434980705392,0.00793650793650802
random,0.01,2632,3,0.9047619047619048,0.06299407883487117,0.873015873015873,0.049563476177765076,0.031746031746031744
random,0.01,2632,4,0.9047619047619048,0.06299407883487117,0.8333333333333334,0.09523809523809523,0.0714285714285714
random,0.01,2632,5,0.9047619047619048,0.06299407883487117,0.8333333333333334,0.08584645893961876,0.0714285714285714
random,0.01,2632,6,0.9047619047619048,0.06299407883487117,0.865079365079365,0.049563476177765055,0.039682539682539764
random,0.01,2632,7,0.9047619047619048,0.06299407883487117,0.8492063492063492,0.05498573992282149,0.05555555555555558
top,0.03,7896,-1,0.9047619047619048,0.06299407883487117,0.8888888888888888,0.03636964837266544,0.015873015873015928
random,0.03,7896,0,0.9047619047619048,0.06299407883487117,0.8809523809523809,0.04123930494211617,0.023809523809523836
random,0.03,7896,1,0.9047619047619048,0.06299407883487117,0.8571428571428572,0.07142857142857145,0.04761904761904756
random,0.03,7896,2,0.9047619047619048,0.06299407883487117,0.8968253968253967,0.013746434980705392,0.00793650793650802
random,0.03,7896,3,0.9047619047619048,0.06299407883487117,0.888888888888889,0.03636964837266544,0.015873015873015817
random,0.03,7896,4,0.9047619047619048,0.06299407883487117,0.8253968253968255,0.08361629962581538,0.0793650793650793
random,0.03,7896,5,0.9047619047619048,0.06299407883487117,0.8492063492063492,0.07653691080153141,0.05555555555555558
random,0.03,7896,6,0.9047619047619048,0.06299407883487117,0.865079365079365,0.049563476177765055,0.039682539682539764
random,0.03,7896,7,0.9047619047619048,0.06299407883487117,0.880952380952381,0.08247860988423228,0.023809523809523725
top,0.05,13159,-1,0.9047619047619048,0.06299407883487117,0.8809523809523809,0.023809523809523836,0.023809523809523836
random,0.05,13159,0,0.9047619047619048,0.06299407883487117,0.8730158730158729,0.07273929674533076,0.031746031746031855
random,0.05,13159,1,0.9047619047619048,0.06299407883487117,0.8571428571428572,0.047619047619047616,0.04761904761904756
random,0.05,13159,2,0.9047619047619048,0.06299407883487117,0.8968253968253967,0.013746434980705392,0.00793650793650802
random,0.05,13159,3,0.9047619047619048,0.06299407883487117,0.865079365079365,0.05991932091484723,0.039682539682539764
random,0.05,13159,4,0.9047619047619048,0.06299407883487117,0.8333333333333334,0.09523809523809523,0.0714285714285714
random,0.05,13159,5,0.9047619047619048,0.06299407883487117,0.8333333333333334,0.08584645893961876,0.0714285714285714
random,0.05,13159,6,0.9047619047619048,0.06299407883487117,0.865079365079365,0.049563476177765055,0.039682539682539764
random,0.05,13159,7,0.9047619047619048,0.06299407883487117,0.8492063492063492,0.07653691080153141,0.05555555555555558
