neuron_local_idx,neuron_global_idx,membership_count,coarse_overlap,detail_overlap,rr_label_single,preferred_class,selectivity_index,decoder_importance,ablation_effect_proxy,ablation_drop_actual,is_important_neuron,resp_Divergent,resp_Convergent,resp_Random
0,0,3,Shared_Core,Shared_Core,Shared_Core,Random,0.11881123415633907,0.0012828057620728826,0.0012828057620728826,,0,0.03629083253075311,0.032815805848753245,0.0438710106000866
1,1,3,Shared_Core,Shared_Core,Shared_Core,Random,0.1296486071812693,0.0012235024434673406,0.0012235024434673406,,0,0.0366590583903922,0.03272528393052475,0.045027747591366137
2,2,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.12237703425302725,0.0013764737859894678,0.0013764737859894678,,0,0.032837966418683286,0.04116631737142278,0.03154058809140845
3,3,2,Shared_Core,Shared_Core,Shared_Core,Random,0.10266804671861587,0.0012727674410962912,0.0012727674410962912,,0,0.04181744010137862,0.03786099505507284,0.048955608979754504
4,4,2,Shared_Core,Shared_Core,Shared_Core,Random,0.07473672274902833,0.001324222800218771,0.001324222800218771,,0,0.04417958279971969,0.040971145502220814,0.049453283689679606
5,5,1,Condition_Biased,Biased_Random,Random,Random,0.05995740486867446,0.001394737164123863,0.001394737164123863,,0,0.02856678886668672,0.03300584907703406,0.0347135192936375
6,6,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.2900136679042582,0.0010870362179661059,0.0010870362179661059,,0,0.024078923891012943,0.03609483643388648,0.015652190847691917
7,7,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.303003551281956,0.0012639498497830288,0.0012639498497830288,,0,0.018377426636133173,0.031055209730691903,0.014846382884397394
8,8,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.26905698469782763,0.0013264579755870524,0.0013264579755870524,,0,0.02574332708942248,0.04034946105383032,0.020737102211800418
9,9,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.02361442270140279,0.0013578057341548683,0.0013578057341548683,,0,0.03844942133912027,0.03839469551686089,0.034956088955079886
10,10,1,Condition_Biased,Biased_Random,Random,Random,0.02384463460463352,0.001271752830453126,0.001271752830453126,,0,0.03991095578454151,0.040861868708018674,0.0423594572699614
11,11,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.05598737028988353,0.001391747787006165,0.001391747787006165,,0,0.03988986129684703,0.043747166657754986,0.03832675189533759
12,12,1,Condition_Biased,Biased_Convergent,Convergent,Divergent,0.11817403997384689,0.0013294609453217397,0.0013294609453217397,,0,0.022354632462738964,0.022050236075386753,0.013208846192038248
13,13,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.5140826598654584,0.0015085026374541397,0.0015085026374541397,,1,0.03173025519636923,0.0821206718901096,0.02098002213807333
14,14,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.5228662435887829,0.0014265540729128641,0.0014265540729128641,,0,0.03144404929851799,0.08231038442262781,0.020133773870174846
15,15,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.507375460299753,0.0014126330548828205,0.0014126330548828205,,0,0.02860570653751799,0.07380162992062625,0.019632433097632157
16,16,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.4101146337942488,0.001461344263151756,0.001461344263151756,,0,0.03326787312856182,0.06212875510604061,0.018712075988924694
17,17,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.3397197224571865,0.0013211601971932006,0.0013211601971932006,,0,0.037421266843445995,0.05393006354134682,0.015737549475734195
18,18,1,Condition_Biased,Biased_Random,Random,Divergent,0.1234261192721467,0.0013229737955304894,0.0013229737955304894,,0,0.04250308283156267,0.03662379006433099,0.029703833303684073
19,19,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.2895110725365075,0.0015603299087745964,0.0015603299087745964,,1,0.041646821341964076,0.02480680849784386,0.02108594272766144
20,20,1,Condition_Biased,Biased_Random,Random,Random,0.1287906206534311,0.0014765760875381712,0.0014765760875381712,,0,0.047758421588759994,0.027736990120294586,0.048908169872851834
21,21,3,Shared_Core,Shared_Core,Shared_Core,Convergent,0.20610645290976654,0.001303033840308328,0.001303033840308328,,0,0.03329756257695303,0.042550854962210206,0.022718801643581144
