level_type,level,observed_count,expected_count,observed_prop,expected_prop,enrichment_ratio,log2_enrichment,p_over,p_under,p_two_sided,n_important_edges,n_total_edges,p_fdr_bh
decile,D1,583,2631.8500009499385,0.022152139220305494,0.10000189987650802,0.2215171836479064,-2.1745094781997167,1.0,0.0,0.0,26318,263175,0.0
decile,D2,964,2631.749999050062,0.03662892317045368,0.09999810012349197,0.36629619087615406,-1.4489173963476567,1.0,0.0,0.0,26318,263175,0.0
decile,D3,1275,2631.8500009499385,0.048445930541834485,0.10000189987650802,0.4844501014598296,-1.04558001968934,1.0,2.1956941191312315e-225,4.391388238262463e-225,26318,263175,1.0978470595656158e-224
decile,D4,1629,2631.749999050062,0.061896800668743826,0.09999810012349197,0.6189797665324223,-0.6920358440681792,1.0,1.12000388294898e-117,2.24000776589796e-117,26318,263175,3.7333462764966004e-117
decile,D5,2035,2631.8500009499385,0.07732350482559465,0.10000189987650802,0.7732203580162771,-0.37104847229307225,1.0,6.42996823076834e-41,1.285993646153668e-40,26318,263175,1.8371337802195256e-40
decile,D6,2385,2631.749999050062,0.09062238771943157,0.09999810012349197,0.9062410946469165,-0.14203318170821114,0.9999999705284588,3.336719487834835e-08,6.67343897566967e-08,26318,263175,7.414932195188523e-08
decile,D7,2781,2631.8500009499385,0.10566912379360134,0.10000189987650802,1.0566711624782636,0.07952647789500032,0.0006908378249607752,0.9993585969056268,0.0013816756499215503,26318,263175,0.0013816756499215503
decile,D8,3218,2631.749999050062,0.12227372900676343,0.09999810012349197,1.2227605209952945,0.2901418781182404,2.432774737975728e-35,1.0,4.865549475951456e-35,26318,263175,6.08193684493932e-35
decile,D9,4064,2631.8500009499385,0.15441902880158068,0.10000189987650802,1.5441609508492138,0.6268231353161691,7.705649688548229e-188,1.0,1.5411299377096458e-187,26318,263175,3.0822598754192917e-187
decile,D10,7384,2631.749999050062,0.28056843225169087,0.09999810012349197,2.8057376280389232,1.4883801050339114,0.0,1.0,0.0,26318,263175,0.0
regime,WeakTail_D1D2,1547,5263.6,0.05878106239075918,0.2,0.29390531195232633,-1.7665766608207523,1.0,0.0,0.0,26318,263175,
regime,StrongTail_D9D10,11448,5263.6,0.4349874610532715,0.2,2.1749373052554826,1.120973814435653,0.0,1.0,0.0,26318,263175,
