Class_ID,Class_Name,Mean_Correlation,Mean_Abs_Correlation,Weak_Abs_Correlation_Mean,Strong_Abs_Correlation_Mean,Strong_Weak_Gap,Pair_Count
1,Convergent,0.18678354701772454,0.18678354701772454,0.06322348541598384,0.3565265633724112,0.29330307795642735,263175
2,Divergent,0.18794049076785782,0.18794049076785782,0.05414051798834527,0.356956425139626,0.3028159071512807,263175
3,Random,0.19547069849930201,0.19547069849930201,0.06333419863620555,0.36438828295997927,0.30105408432377373,263175
