Class_ID,Class_Name,n_nodes,n_edges,density,mean_degree,largest_component,avg_clustering,global_efficiency,local_efficiency,transitivity,efficiency,modularity,betweenness_mean,mean_correlation,abs_mean_correlation,positive_edge_fraction,negative_edge_fraction,degree_assortativity,avg_shortest_path_lcc,diameter_lcc,degree_centralization
1,Convergent,726,13158,0.04999715018523796,36.247933884297524,633,0.6596857605186364,0.3233424889288905,0.779019957145489,0.46528221808308545,0.3233424889288905,0.25269853867920844,0.0017801632949106928,0.18678354701772454,0.18679782756625465,0.9991374560653558,0.0008625439346442481,0.010058124863711089,2.695602615633811,7.0,0.34543722613831207
2,Divergent,726,13158,0.04999715018523796,36.247933884297524,652,0.649815710787514,0.3498065021015115,0.7818215445010843,0.4082483061692062,0.3498065021015115,0.2736623772004504,0.0017799481155271874,0.18794049076785782,0.18798647344806646,0.9976327538709984,0.002367246129001615,-0.024698238491157248,2.5980369982942713,7.0,0.3537359497047057
3,Random,726,13158,0.04999715018523796,36.247933884297524,646,0.6139704316035722,0.34361377772381174,0.7523787134536962,0.4115275832668477,0.34361377772381174,0.2878641325634557,0.0017697087258388977,0.19547069849930201,0.1954928970894388,0.9989398689085209,0.001060131091479054,-0.002706195150966338,2.6185086519307847,8.0,0.2970280053343494
