Class_ID,Class_Name,Mean_Signal_Corr,Mean_Noise_Corr,Mean_Abs_Signal_Corr,Mean_Abs_Noise_Corr,Signal_Noise_Coupling_r
1,Divergent,0.8046500349668382,0.13945713162553114,0.8046558430068482,0.18347068674186207,0.18331900452100744
2,Convergent,0.7595813087503281,0.1405624623665954,0.7598610861676673,0.19587708223722772,0.13351451347298207
3,Random,0.7268475179062645,0.13437314914509668,0.7268580275758225,0.1947514512349342,0.18936936864025125
