window_start,window_end,n_trials,n_neurons_used,neuron_mode,n_features_fc,n_components_svd,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,activity_decoder_accuracy_ref,fc_minus_activity_ref,recall_Divergent,recall_Convergent,recall_Random
10,30,126,726,rr_union,263175,40,3,0.7857142857142857,0.06299407883487121,0.3410052910052911,0.027372787256049382,0.4447089947089946,0.9833333333333334,-0.1976190476190477,0.8571428571428571,0.5,1.0
