Trial_Index,Class_ID,Class_Name,Gini,Participation_Ratio,Participation_Ratio_Norm
0,1,Divergent,0.6193098682509293,40.38303598965379,0.05562401651467464
1,1,Divergent,0.4780932653592356,82.86513749962967,0.11413930785072957
2,1,Divergent,0.959520177556968,9.840424440259785,0.013554303636721466
3,1,Divergent,0.5814776907848906,42.4390033660317,0.058455927501421076
4,1,Divergent,0.6959985925057723,11.0018486616617,0.015154061517440358
5,1,Divergent,0.4751429598827004,101.20024379869399,0.13939427520481265
6,1,Divergent,0.5605767711924956,65.18854104315614,0.0897913788473225
7,1,Divergent,0.6304904327582515,80.63736316769628,0.1110707481648709
8,1,Divergent,0.8975879640491891,28.739582890263897,0.03958620232818719
9,1,Divergent,0.6181801453849685,70.81916850261426,0.0975470640531877
10,1,Divergent,0.5093343956668572,129.351869108156,0.17817061860627548
11,1,Divergent,0.576915440892688,82.95738145177972,0.11426636563606023
12,1,Divergent,0.5790089110061216,37.54617114345847,0.051716489178317455
13,1,Divergent,0.6545890817827373,47.486329514270544,0.0654081673750283
14,1,Divergent,0.6664867605965208,27.063898416494624,0.03727809699241684
15,1,Divergent,0.6411915844067242,72.08073202808576,0.09928475485962227
16,1,Divergent,0.6961348625566677,37.25611168930807,0.05131695824973564
17,1,Divergent,0.608589775789151,67.45333742485336,0.09291093309208452
18,1,Divergent,0.7404908449026064,25.59366130588223,0.03525297700534742
19,1,Divergent,0.5345486817253884,64.05399719574373,0.08822864627512911
20,1,Divergent,0.5123181506391175,103.67239393993718,0.14279944068861872
21,1,Divergent,0.75694877808693,24.139016833707057,0.03324933448169016
22,1,Divergent,0.6325391200886203,63.64255291745294,0.08766191861908118
23,1,Divergent,0.7302642309947187,33.14546057175121,0.04565490436880332
24,1,Divergent,0.5891551549633172,86.88020247530326,0.1196697003792056
25,1,Divergent,0.6618264643203735,36.5515962285185,0.0503465512789511
26,1,Divergent,0.6013285337204164,60.83303680749725,0.08379206171831577
27,1,Divergent,0.4805012495478036,102.05067770726404,0.14056567177309096
28,1,Divergent,0.6608628545021826,31.360370310434835,0.04319610235597085
29,1,Divergent,0.7023392647150601,35.586111326480754,0.04901668226787983
30,1,Divergent,0.7128291680647707,49.174603408345774,0.06773361351011814
31,1,Divergent,0.6651626339174277,42.44016205480083,0.058457523491461195
32,1,Divergent,0.7052388797027473,32.54838730655746,0.04483248940297171
33,1,Divergent,0.6365338085567454,59.3815881518505,0.08179282114579958
34,1,Divergent,0.720771446946755,34.07934666621085,0.0469412488515301
35,1,Divergent,0.5442764264754338,91.43840176916804,0.12594821180326177
36,1,Divergent,0.5402760698056692,50.792655744286165,0.06996233573593136
37,1,Divergent,0.5447971918108294,78.52215331941969,0.1081572359771621
38,1,Divergent,0.6091543878442278,70.08772816146467,0.09653957047033701
39,1,Divergent,0.6336063088906596,68.07638523568758,0.09376912566899116
40,1,Divergent,0.6765712745962464,25.129546274981703,0.03461370010328058
41,1,Divergent,0.6189658025776983,55.69664075663378,0.07671713602842117
42,2,Convergent,0.6505123564207462,29.57400412563349,0.0407355428727734
43,2,Convergent,0.6479419410002536,32.776708888776135,0.045146981940462995
44,2,Convergent,0.7776689762383502,13.346578912743228,0.018383717510665604
45,2,Convergent,0.6069414394661075,51.93174196907485,0.07153132502627389
46,2,Convergent,0.6479578647960667,34.043472211287664,0.046891835001773643
47,2,Convergent,0.583067951993679,70.69633159779912,0.09737786721459933
48,2,Convergent,0.5552674581507049,102.85766608670254,0.14167722601474178
49,2,Convergent,0.6843604631058973,47.052466221885794,0.06481055953427796
50,2,Convergent,0.6357361218026318,22.43837364548837,0.03090685075136139
