window_start,window_end,n_trials,n_neurons_total,n_neurons_removed,removed_ratio,full_accuracy_mean,full_accuracy_std,top10_ablation_accuracy_mean,top10_ablation_accuracy_std,random_drop_mean_accuracy,random_drop_std_accuracy,delta_full_minus_top10,delta_top10_minus_random_mean,ablation_rank_in_random
18,21,180,1213,122,0.10057708161582853,0.9833333333333334,0.016666666666666663,0.9666666666666667,0.016666666666666663,0.9702777777777778,0.008695819912499177,0.01666666666666672,-0.0036111111111111205,0.45
