overlap_category,n_neurons_category,n_important_neurons_total,observed_important_count,expected_important_count,observed_important_fraction,expected_important_fraction,enrichment_ratio,log2_enrichment,p_over,p_under,p_two_sided,p_fdr_bh
Shared_Core,322,146,69,64.75482093663902,0.4726027397260242,0.44352617079889745,1.0655577299388834,0.09160875777907768,0.24228629934096083,0.8118650916279393,0.48457259868192165,0.48457259868192165
Condition_Biased,404,146,77,81.24517906336077,0.527397260273969,0.5564738292011011,0.9477485419757773,-0.07742376294102461,0.8118650916279393,0.24228629934096083,0.48457259868192165,0.48457259868192165
