Class_ID,Class_Name,Gini_Mean,Gini_STD,PR_Mean,PR_STD,PR_Norm_Mean,PR_Norm_STD
1,Divergent,0.6012520987774703,0.07215286669891875,61.720998795206945,29.067359457134444,0.08501514985565695,0.040037685202664534
2,Convergent,0.6435623174589709,0.06856799189551882,46.073088589366456,30.380703184085185,0.06346155453080779,0.04184669860066829
3,Random,0.6497469788462455,0.07842457714621538,43.981876329092565,19.195618881866732,0.06058109687202833,0.026440246393755824
