window_start,window_end,n_trials,n_neurons_total,n_neurons_removed,removed_ratio,full_accuracy_mean,full_accuracy_std,top10_ablation_accuracy_mean,top10_ablation_accuracy_std,random_drop_mean_accuracy,random_drop_std_accuracy,delta_full_minus_top10,delta_top10_minus_random_mean,ablation_rank_in_random
26,29,180,459,46,0.10021786492374728,0.9500000000000001,0.028867513459481315,0.9611111111111111,0.009622504486493794,0.9497222222222221,0.006366283425388178,-0.011111111111111072,0.011388888888889004,1.0
