window_start,window_end,n_trials,n_neurons_used,neuron_mode,n_features_fc,n_components_svd,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,activity_decoder_accuracy_ref,fc_minus_activity_ref,recall_Divergent,recall_Convergent,recall_Random
10,30,105,191,rr_union,18145,40,3,0.5523809523809523,0.08247860988423225,0.3387301587301588,0.03296140933233463,0.21365079365079348,0.9500000000000001,-0.39761904761904776,0.2,0.4857142857142857,0.9714285714285714
