Neuron_ID,Class_1,Class_2,Class_3,Membership_Pattern,Membership_Count
0,0,1,0,2,1
1,0,1,0,2,1
2,0,1,0,2,1
3,0,1,0,2,1
4,0,0,1,3,1
5,1,1,1,"1,2,3",3
6,1,0,1,"1,3",2
7,1,1,1,"1,2,3",3
8,1,1,1,"1,2,3",3
9,0,0,1,3,1
10,0,0,1,3,1
11,0,0,1,3,1
12,0,0,1,3,1
13,0,0,1,3,1
14,0,0,1,3,1
15,0,1,0,2,1
16,0,0,1,3,1
17,1,0,1,"1,3",2
18,0,0,1,3,1
19,1,1,1,"1,2,3",3
20,0,1,0,2,1
21,0,1,0,2,1
22,1,0,0,1,1
23,0,0,1,3,1
24,0,0,1,3,1
25,1,0,0,1,1
26,1,1,1,"1,2,3",3
27,0,0,1,3,1
28,0,0,1,3,1
29,0,0,1,3,1
30,0,0,1,3,1
31,0,0,1,3,1
32,0,0,1,3,1
33,1,1,1,"1,2,3",3
34,0,0,1,3,1
35,0,1,1,"2,3",2
36,1,1,1,"1,2,3",3
37,1,0,0,1,1
38,0,0,1,3,1
39,0,0,1,3,1
40,0,0,1,3,1
41,0,0,1,3,1
42,0,0,1,3,1
43,0,0,1,3,1
44,0,1,1,"2,3",2
45,0,0,1,3,1
46,0,1,1,"2,3",2
47,0,1,1,"2,3",2
48,0,1,0,2,1
49,0,1,1,"2,3",2
50,0,0,1,3,1
51,0,0,1,3,1
52,0,0,1,3,1
53,0,0,1,3,1
54,0,1,0,2,1
55,0,1,0,2,1
56,1,0,1,"1,3",2
57,0,0,1,3,1
58,0,0,1,3,1
59,0,0,1,3,1
60,1,1,1,"1,2,3",3
61,1,1,1,"1,2,3",3
62,0,0,1,3,1
63,1,1,1,"1,2,3",3
64,1,1,1,"1,2,3",3
65,1,1,0,"1,2",2
66,1,1,1,"1,2,3",3
67,1,1,0,"1,2",2
68,0,0,1,3,1
69,0,0,1,3,1
70,0,0,1,3,1
71,1,0,1,"1,3",2
72,0,0,1,3,1
73,0,0,1,3,1
74,0,0,1,3,1
75,1,0,1,"1,3",2
76,0,0,1,3,1
77,1,0,1,"1,3",2
78,1,1,1,"1,2,3",3
79,1,1,1,"1,2,3",3
80,1,1,1,"1,2,3",3
81,0,1,0,2,1
82,0,0,1,3,1
83,1,0,0,1,1
84,0,1,0,2,1
85,0,0,1,3,1
86,0,0,1,3,1
87,1,1,1,"1,2,3",3
88,1,1,1,"1,2,3",3
89,0,1,1,"2,3",2
90,0,1,1,"2,3",2
91,0,1,1,"2,3",2
92,1,1,0,"1,2",2
93,1,1,1,"1,2,3",3
94,1,1,1,"1,2,3",3
95,1,1,1,"1,2,3",3
96,1,0,0,1,1
97,1,1,1,"1,2,3",3
98,1,1,1,"1,2,3",3
99,0,1,1,"2,3",2
100,0,1,1,"2,3",2
101,0,1,0,2,1
102,0,1,0,2,1
103,0,1,0,2,1
104,0,1,0,2,1
105,0,1,0,2,1
106,1,0,1,"1,3",2
107,0,1,0,2,1
108,0,1,0,2,1
109,1,0,1,"1,3",2
110,1,0,1,"1,3",2
111,0,0,1,3,1
112,0,0,1,3,1
113,0,0,1,3,1
114,0,0,1,3,1
115,1,1,1,"1,2,3",3
116,0,1,1,"2,3",2
117,0,0,1,3,1
118,0,0,1,3,1
119,0,0,1,3,1
120,0,0,1,3,1
121,0,0,1,3,1
122,0,1,0,2,1
123,0,1,1,"2,3",2
124,0,1,0,2,1
125,0,0,1,3,1
126,1,0,0,1,1
127,0,1,0,2,1
128,1,1,0,"1,2",2
129,1,1,1,"1,2,3",3
130,0,1,0,2,1
131,0,0,1,3,1
132,0,0,1,3,1
133,0,0,1,3,1
134,0,0,1,3,1
135,0,0,1,3,1
136,0,0,1,3,1
137,0,0,1,3,1
138,1,0,0,1,1
139,0,0,1,3,1
140,1,0,0,1,1
141,0,0,1,3,1
142,1,1,0,"1,2",2
143,1,1,1,"1,2,3",3
144,0,0,1,3,1
145,0,1,1,"2,3",2
146,1,1,1,"1,2,3",3
147,1,1,1,"1,2,3",3
148,1,0,0,1,1
149,1,1,1,"1,2,3",3
150,1,1,1,"1,2,3",3
151,0,0,1,3,1
152,0,1,0,2,1
153,0,0,1,3,1
154,0,0,1,3,1
155,0,1,1,"2,3",2
156,0,1,0,2,1
157,0,1,0,2,1
158,0,1,1,"2,3",2
159,0,1,0,2,1
160,1,1,0,"1,2",2
161,0,1,1,"2,3",2
162,0,0,1,3,1
163,1,1,1,"1,2,3",3
164,0,0,1,3,1
165,0,0,1,3,1
166,0,0,1,3,1
167,0,1,1,"2,3",2
168,0,0,1,3,1
169,0,0,1,3,1
170,0,0,1,3,1
171,0,0,1,3,1
172,0,0,1,3,1
173,0,0,1,3,1
174,0,0,1,3,1
175,1,0,1,"1,3",2
176,1,0,1,"1,3",2
177,0,0,1,3,1
178,1,0,1,"1,3",2
179,1,0,1,"1,3",2
180,1,0,1,"1,3",2
181,1,0,1,"1,3",2
182,0,0,1,3,1
183,1,1,1,"1,2,3",3
184,0,1,1,"2,3",2
185,0,0,1,3,1
186,1,1,1,"1,2,3",3
187,0,1,0,2,1
188,0,1,0,2,1
189,1,0,1,"1,3",2
190,1,1,1,"1,2,3",3
