Class_ID,Class_Name,Gini_Mean,Gini_STD,PR_Mean,PR_STD,PR_Norm_Mean,PR_Norm_STD
1,Divergent,0.5681006101207929,0.07202338072429429,26.434248632850142,10.559432591881635,0.1383992075018332,0.05528498739205045
2,Convergent,0.6346064649619417,0.10142902952501191,23.137546751403573,8.78963517110922,0.12113898822724382,0.04601903230947235
3,Random,0.5636040505515885,0.09942012069533053,30.28244972730605,11.972833159150314,0.15854685721102646,0.06268499036204353
