level_type,level,observed_count,expected_count,observed_prop,expected_prop,enrichment_ratio,log2_enrichment,p_over,p_under,p_two_sided,n_important_edges,n_total_edges,p_fdr_bh
decile,D1,28,181.55001377790026,0.015426997245179064,0.100027555800496,0.1542274738352483,-2.696868307262831,1.0,3.621089609800288e-52,7.242179219600576e-52,1815,18145,3.621089609800288e-51
decile,D2,54,181.44998622209974,0.02975206611570248,0.09997244419950399,0.29760266795150025,-1.7485406348474106,1.0,3.1302109850896856e-33,6.260421970179371e-33,1815,18145,2.0868073233931236e-32
decile,D3,89,181.55001377790026,0.049035812672176306,0.100027555800496,0.4902230418334677,-1.0284897984181338,1.0,7.818343848366696e-17,1.563668769673339e-16,1815,18145,3.127337539346678e-16
decile,D4,121,181.44998622209974,0.06666666666666667,0.09997244419950399,0.6668504226320654,-0.584564899763135,0.9999999360002078,1.0525287474509525e-07,2.105057494901905e-07,1815,18145,3.508429158169842e-07
decile,D5,134,181.55001377790026,0.07382920110192838,0.100027555800496,0.738088624782974,-0.4381340389366391,0.9999802499745274,2.8975919252773232e-05,5.7951838505546465e-05,1815,18145,7.243979813193308e-05
decile,D6,174,181.44998622209974,0.09586776859504133,0.09997244419950399,0.9589419300659454,-0.06048464119559259,0.7423851735567106,0.28524644476917954,0.5704928895383591,1815,18145,0.5704928895383591
decile,D7,216,181.55001377790026,0.11900826446280992,0.100027555800496,1.1897547981576295,0.2506642727616386,0.003030853878867951,0.9976228049849972,0.006061707757735902,1815,18145,0.00673523084192878
decile,D8,233,181.44998622209974,0.12837465564738293,0.09997244419950399,1.2841004006055476,0.3607580076061486,2.249868585092577e-05,0.9999839110256689,4.499737170185154e-05,1815,18145,6.428195957407363e-05
decile,D9,299,181.55001377790026,0.16473829201101928,0.100027555800496,1.6469290955978297,0.7197784447929099,1.0309620135652647e-19,1.0,2.0619240271305294e-19,1815,18145,5.154810067826323e-19
decile,D10,467,181.44998622209974,0.25730027548209367,0.09997244419950399,2.573711961728715,1.363850602655899,3.4156115757518555e-94,1.0,6.831223151503711e-94,1815,18145,6.831223151503711e-93
regime,WeakTail_D1D2,82,363.0,0.045179063360881545,0.2,0.22589531680327823,-2.1462737333529476,1.0,1.4012914218077114e-88,2.802582843615423e-88,1815,18145,
regime,StrongTail_D9D10,766,363.0,0.42203856749311297,0.2,2.110192837455014,1.0773748439254112,1.6081698804616127e-116,1.0,3.2163397609232254e-116,1815,18145,
