neuron_local_idx,neuron_global_idx,membership_count,coarse_overlap,detail_overlap,rr_label_single,preferred_class,selectivity_index,decoder_importance,ablation_effect_proxy,ablation_drop_actual,is_important_neuron,resp_Divergent,resp_Convergent,resp_Random
0,0,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.2832581717025604,0.0038922903415548947,0.0038922903415548947,,0,0.04993867672948395,0.05688636443304895,0.013607128390244074
1,1,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.29695430269568385,0.0041765381474727584,0.0041765381474727584,,0,0.07325100875164889,0.08514957387715277,0.01906379589012691
2,2,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.29049257736944784,0.004378241450189344,0.004378241450189344,,0,0.04339965736249831,0.04955294291780452,0.011088344241891588
3,3,1,Condition_Biased,Biased_Convergent,Convergent,Divergent,0.2050706134680334,0.0042036322938104964,0.0042036322938104964,,0,0.03689149606831466,0.036328470673073425,0.012342759062136922
4,4,1,Condition_Biased,Biased_Random,Random,Random,0.5894841160364258,0.0054007755949031086,0.0054007755949031086,,0,0.06009812892772226,0.0211717135677434,0.15733511029254824
5,5,3,Shared_Core,Shared_Core,Shared_Core,Random,0.25951952566588643,0.0046667389474233795,0.0046667389474233795,,0,0.12625026544909687,0.10416468211233315,0.1959620378379311
6,6,2,Shared_Core,Shared_Core,Shared_Core,Random,0.17437100941049768,0.005234073887363868,0.005234073887363868,0.0,0,0.04270805051463817,0.03624750872264908,0.05615301840007305
7,7,3,Shared_Core,Shared_Core,Shared_Core,Random,0.1641418959396157,0.004903428152867883,0.004903428152867883,,0,0.07396931833104242,0.062330332523531685,0.09491571188416509
8,8,3,Shared_Core,Shared_Core,Shared_Core,Random,0.2426853162929832,0.004606683919011658,0.004606683919011658,,0,0.14942403387608408,0.11112030793094274,0.21376492148708728
9,9,1,Condition_Biased,Biased_Random,Random,Random,0.425996576070459,0.004962050405683652,0.004962050405683652,,0,0.01988673258871469,0.013927769520310591,0.042002679966390136
10,10,1,Condition_Biased,Biased_Random,Random,Random,0.3349807821821169,0.004103864956021556,0.004103864956021556,,0,0.03634190183321509,0.01915194975997726,0.05570006356352852
11,11,1,Condition_Biased,Biased_Random,Random,Random,0.6113033974613327,0.006095236614105339,0.006095236614105339,0.0,1,0.025761257670426797,0.017374860865976473,0.08940826070805391
12,12,1,Condition_Biased,Biased_Random,Random,Random,0.6428745942792287,0.006250613208745003,0.006250613208745003,0.0,1,0.03443084498631615,0.023729565816771502,0.13377690269567427
13,13,1,Condition_Biased,Biased_Random,Random,Random,0.3145087461078873,0.004139056485862561,0.004139056485862561,,0,0.05671165395873885,0.043612234469625456,0.09619132850673937
14,14,1,Condition_Biased,Biased_Random,Random,Random,0.6549747628925425,0.006861519930503037,0.006861519930503037,0.0,1,0.04054436896424662,0.02851314981414518,0.16562332037747615
15,15,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.35817085146057764,0.005148712196579743,0.005148712196579743,,0,0.06933374862473474,0.1349273252423213,0.05819113557005212
