overlap_category,n_neurons_category,n_important_neurons_total,observed_important_count,expected_important_count,observed_important_fraction,expected_important_fraction,enrichment_ratio,log2_enrichment,p_over,p_under,p_two_sided,p_fdr_bh
Shared_Core,73,39,8,14.905759162303587,0.20512820512819985,0.38219895287957917,0.5367053038271763,-0.8977979497032881,0.9976714981751984,0.007584643400848573,0.015169286801697147,0.015169286801697147
Condition_Biased,118,39,31,24.09424083769621,0.7948717948717745,0.6178010471204156,1.286614515425966,0.3635798701979846,0.007584643400848573,0.9976714981751984,0.015169286801697147,0.015169286801697147
