Class_ID,Class_Name,Mean_Signal_Corr,Mean_Noise_Corr,Mean_Abs_Signal_Corr,Mean_Abs_Noise_Corr,Signal_Noise_Coupling_r
1,Divergent,0.8095752990666489,0.21958364296161095,0.8095752990666489,0.2379258774057029,0.1857173819969777
2,Convergent,0.7769141930600432,0.17991728629180898,0.7769141930600432,0.2163574739592577,0.15402233724402523
3,Random,0.747265613574682,0.21889067946748242,0.7481881518399084,0.2585615629984905,0.19985728272112427
