importance_strong_tail_decile10,importance_weak_tail_decile1,importance_gap_d10_minus_d1,corr_mean_decile10,corr_mean_decile1
0.13405755188126467,0.07506274467505064,0.05899480720621403,0.37040209287911685,0.05000142465601229
