Class_ID,n_nodes,n_edges,density,mean_degree,largest_component,avg_clustering,global_efficiency,local_efficiency,transitivity,efficiency,modularity,betweenness_mean
1,191,907,0.049986222099751995,9.497382198952879,137,0.6153763240860095,0.2254753375585294,0.686113852330587,0.4941324392288349,0.2254753375585294,0.382077897134744,0.004607213204622959
2,191,907,0.049986222099751995,9.497382198952879,142,0.6312721880153561,0.23060872075474323,0.7151232552503175,0.5099547998278089,0.23060872075474323,0.4635683019124803,0.005508244141476436
3,191,907,0.049986222099751995,9.497382198952879,141,0.5651148112219998,0.2386330354682423,0.6450757675820296,0.4366320713346002,0.2386330354682423,0.3907790564384081,0.0049734574948132396
