mouse_id,Condition,Entropy,Mean_RSM_Sim,Mean_Correlation,Strong_Correlation,Weak_Correlation,Strong_Weak_Gap,Participants_Ratio,Gini_Mean,Gini_STD,PR_Mean,PR_STD,PR_Norm_Mean,PR_Norm_STD,Effective_Dim_PR,Effective_Dim_eRank,Effective_Dim_90Var,Sig_Mean_Corr,Noise_Mean_Corr,SigAbs_Mean_Corr,NoiseAbs_Mean_Corr,SigNoise_Coupling_r,Geom_MeanNorm,Geom_AngleDeg,Geom_VarParallel,Geom_VarOrthogonal,Geom_OrthParallelRatio,Geom_Anisotropy,Geom_Lambda1,Geom_Lambda2
M77_1031,Convergent,3.3337164633999956,0.5461729371844396,0.18895652897132234,0.3577016284940721,0.05832672307463429,0.29937490541943784,1.6347429320928526,0.6405281395436907,0.0666894255726396,56.18821735878954,20.60064376400357,0.0790270286340218,0.028974182509147,15.33777428101578,24.00050528489057,25.0,0.8004589688487788,0.0983621547850973,0.8031037308395318,0.1564016969002068,0.1369115086241978,2.281429341542181,73.88315316485239,0.3150145072570791,4.192080836118677,13.307580252754104,0.1770465356499573,0.8169647977314987,0.4061535007243081
M77_1031,Random,3.526574111246176,0.5699683586576147,0.16824658871268516,0.34866347992615826,0.033477012969522,0.31518646695663627,2.3147771314989765,0.6885879363834979,0.0665743762386493,44.70667448620184,23.44052847979707,0.0628785857752487,0.0329683944863531,13.614003759964246,21.66117934860176,23.0,0.7037647315613217,0.0818555341482887,0.7048045858630803,0.1638659760978466,0.1522321902545827,2.0152524147357456,80.45667858478666,0.1677002444257277,2.992940229512884,17.846964026463134,0.1726345237689136,0.5586269883333936,0.409007321563086
M77_1107,Divergent,4.0640928562587755,0.502381101092108,0.1932769987639716,0.40155469944863753,0.059119972869999905,0.3424347265786376,1.4862400645264127,0.6438935225585621,0.1068898421923676,18.787998633079987,11.58403484104047,0.1086011481680924,0.0669597389655518,9.469943546811436,15.967241954428152,17.0,0.8009846521722728,0.1431448058458975,0.8009846521722728,0.1995028209600537,0.2437713337234085,0.8969247750911192,69.01178643817684,0.1005996715618888,0.7213842756180877,7.17084126032282,0.2299032584352387,0.1920480581263017,0.1192927249176773
M77_1107,Convergent,3.951953133316815,0.5525255912351733,0.20802971968196307,0.4002164832206066,0.07434790085144635,0.3258685823691603,1.388740996248671,0.5988108471563313,0.0980869154944359,22.108478969680117,12.685830591919402,0.1277946761253185,0.073328500531326,10.747546152421444,17.25568593225698,18.0,0.8310714966271424,0.1564774966214326,0.8310714966271424,0.1924189904884246,0.2730630004020246,1.0306400381828835,84.08702220320214,0.1073330569440494,0.7687882933668417,7.162642295378144,0.187949272172082,0.1673421701291104,0.12782815003717
M77_1107,Random,3.8567759283645144,0.5962093607851665,0.18725110180278057,0.39842008505067383,0.03648407166034013,0.3619360133903337,2.5186596203204674,0.6188939954884507,0.0960893710117369,17.783666227393653,11.47079271975174,0.1027957585398477,0.0663051602297788,9.876006901402308,16.13418564480785,17.0,0.7164699186928003,0.1616325127536905,0.7223828211467255,0.2063219843606072,0.1798390812224093,0.9974322050939683,63.01419503466807,0.0819621712537648,0.6307358206652977,7.6954503645928,0.1956898709195094,0.141753493068066,0.1240149262310523
M78_1017,Divergent,3.6998358736411308,0.5008750190799247,0.18678354701772454,0.3565265633724112,0.0632244803414611,0.29330208303095007,1.6630258071401307,0.6347603668528242,0.0994823249992148,56.17111563346304,27.41608733226447,0.0773706826907204,0.0377632056918243,14.598879955294173,22.75422432034498,24.0,0.8046500349668382,0.1394571316255311,0.8046558430068482,0.183470686741862,0.1833190045210074,1.9733179731195751,77.85255249270067,0.3608003406351563,3.573109001021849,9.90328610755137,0.1636616242313672,0.6580929393289161,0.5062214198477702
M78_1017,Convergent,3.702026357447527,0.551892323738155,0.18794049076785782,0.356956425139626,0.05414161326001762,0.3028148118796084,1.840728270823138,0.6415476113339438,0.0658792941421918,46.35283329429461,29.51814533307201,0.0638468778158328,0.0406586023871515,10.818329954559143,18.979006585864248,22.0,0.7595813087503281,0.1405624623665954,0.7598610861676673,0.1958770822372277,0.133514513472982,2.0476330380021577,60.495968904626224,0.366347705424249,3.4498594580420208,9.416899319834677,0.2315406452134729,0.9030895734050716,0.4869391662263292
M78_1017,Random,3.269179723827671,0.6578682940971996,0.19547069849930201,0.36438828295997927,0.06333526825173731,0.301053014708242,2.3660838499321786,0.6497469788462455,0.0784245771462154,43.981876329092565,19.19561888186673,0.0605810968720283,0.0264402463937558,14.709540402725429,22.905454893592367,24.0,0.7268475179062645,0.1343731491450966,0.7268580275758225,0.1947514512349342,0.1893693686402512,2.3066210052969023,64.40166724254847,0.2636720318727246,2.599461456508556,9.85869239917515,0.1702777386891905,0.4983237598359064,0.3338461028162095
M79_1128,Divergent,3.6843485456365936,0.5651909028495775,0.23950422361147403,0.4088454474847075,0.11004534201401996,0.2988001054706876,1.343897797527775,0.5417716450468865,0.099661042768053,59.41343842384323,21.600636208434505,0.1627765436269677,0.0591798252285876,16.248863266879376,25.55703963334987,26.0,0.8555606073430622,0.1522311934316516,0.8555606073430622,0.1954318389238052,0.2026220830028244,1.4392437822275568,29.99558735824694,0.219071464450889,1.425452500634497,6.5067922205246616,0.1484761624375445,0.2480919725028086,0.1764462515440662
M79_1128,Convergent,3.569990777643288,0.5602281753082097,0.24206441493198208,0.4128069914889452,0.11297030090775195,0.2998366905811932,1.4720453639673812,0.5611459051043582,0.0701402108201578,51.79525354729978,21.544301997710075,0.1419048042391774,0.059025484925233,13.752751800096735,23.106512567374477,26.0,0.8507117603910481,0.1696097357592613,0.8507117603910481,0.2101179457597906,0.1338533812129946,1.475144576004567,27.567079177770704,0.2626229504897325,1.5669364605941578,5.966487154554499,0.1698891689441014,0.3157520599771191,0.2399201594923304
M79_1128,Random,3.814936211121976,0.5514297170124138,0.22945058766833062,0.4040420911219902,0.09743022712143405,0.3066118640005561,1.6072641658976006,0.579772413658718,0.0943910999657885,51.27567053665962,21.38519512453091,0.1404812891415332,0.0585895756836463,14.044982238569858,23.293620630713352,26.0,0.8113134330176113,0.1596677963104986,0.8113134330176113,0.2137699952802453,0.1800974607342619,1.3712367521014202,73.38758264358142,0.1891676366977951,1.390968657310175,7.353100570394949,0.1649679903697046,0.2649212664155539,0.1979730425181301
M91_1017,Divergent,3.467827865843671,0.6864405092771069,0.2615197357763506,0.45223244698672593,0.1174854157643702,0.3347470312223557,2.0712462938818006,0.5228784257107193,0.074848725714815,38.4915659977939,12.239602617681175,0.1637938978629528,0.0520834153943879,8.052957648765991,15.079270808134748,18.0,0.8305768543601195,0.2733570770767823,0.8305768543601195,0.2876215166970333,0.0854844253691425,1.3136855442236417,24.88868978379329,0.2143775235994318,0.7522328784202302,3.5089167268406443,0.2569991325925281,0.2528117439028974,0.1970236042053177
M91_1017,Convergent,3.3352580352508636,0.6324684989781967,0.26099924783217165,0.4497951738195595,0.11056543477781276,0.33922973904174675,1.4739519455646861,0.5115413477525187,0.0679290128801184,47.61292543463571,15.728302980859,0.2026081933388753,0.0669289488547191,11.835508903711856,19.635737925772776,21.0,0.8225005739752911,0.1974948190894674,0.8225005739752911,0.232964960366231,0.0969914619490057,1.10461472389028,50.487333358444026,0.0975521558565597,0.6980629398022701,7.155792034176495,0.1894417365529868,0.1537282111572832,0.1262929811354164
M91_1017,Random,3.5982967839892095,0.6917420911225849,0.254066900370462,0.4562937069068519,0.09461611921516437,0.3616775876916875,2.2128005756130116,0.5651761456214605,0.0745105515888704,39.0424420239666,12.538238960638168,0.1661380511658153,0.0533542083431411,9.657869856234958,17.24990542717008,20.0,0.7533779708863108,0.1748388290597521,0.7533779708863108,0.2326347395139547,0.2210631195793436,1.2101608979320777,47.533416984226506,0.1072228910112694,0.6122374423173592,5.709950893296666,0.2292607999223441,0.1681340980262763,0.1205201849021204
