importance_strong_tail_decile10,importance_weak_tail_decile1,importance_gap_d10_minus_d1,corr_mean_decile10,corr_mean_decile1,mouse_id
0.1340575518812646,0.0750627446750506,0.058994807206214,0.3704020928791168,0.0500014246560122,M21_1107
0.1557649486383747,0.0764172326539378,0.0793477159844369,0.2886562513782411,-0.0249729068698686,M71_1024
0.1351275382179397,0.0821089907408433,0.0530185474770964,0.2578338608622009,0.0090609617020407,M73_1128
0.1321480311778374,0.0774505248428345,0.0546975063350029,0.2782974785197586,0.0114037714082463,M77_1031
0.1301872406234875,0.0785960622776186,0.0515911783458689,0.3299341815729658,0.0220469992299319,M77_1107
0.1293373812099754,0.0813924384781476,0.0479449427318278,0.2919736749584715,0.0115735092453079,M78_1017
0.1138924398495251,0.0868880654806849,0.0270043743688402,0.3462549984513863,0.047769303617358,M79_1128
0.1266323250806935,0.0836993926122098,0.0429329324684837,0.3931159275831259,0.0752169614666854,M91_1017
