mouse_id,Condition,Mean_Signal_Corr,Mean_Noise_Corr,Mean_Abs_Signal_Corr,Mean_Abs_Noise_Corr,Signal_Noise_Coupling_r
M73_1128,Divergent,0.7847778624565781,0.0982557476954782,0.7855317537244626,0.1499590388371554,0.1467693084738729
M73_1128,Convergent,0.7990379952540084,0.0832105524377686,0.7990386501005617,0.1536178250879386,0.1592735264872416
M73_1128,Random,0.5886642295906025,0.0557834070098078,0.5949557526358807,0.1640303980921113,0.1441963436125461
M91_1017,Divergent,0.8305768543601195,0.2733570770767823,0.8305768543601195,0.2876215166970333,0.0854844253691425
M91_1017,Convergent,0.8225005739752911,0.1974948190894674,0.8225005739752911,0.232964960366231,0.0969914619490057
M91_1017,Random,0.7533779708863108,0.1748388290597521,0.7533779708863108,0.2326347395139547,0.2210631195793436
