window_start,window_end,n_trials,n_neurons,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,recall_Divergent,recall_Convergent,recall_Random
18,21,180,493,3,0.9944444444444445,0.009622504486493794,0.3515277777777778,0.04343562147641152,0.6429166666666667,1.0,1.0,0.9777777777777777
