neuron_local_idx,neuron_global_idx,membership_count,coarse_overlap,detail_overlap,rr_label_single,preferred_class,selectivity_index,decoder_importance,ablation_effect_proxy,ablation_drop_actual,is_important_neuron,resp_Divergent,resp_Convergent,resp_Random
0,0,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.12334756964651954,0.004500754835448886,0.004500754835448886,,0,0.17662113437998211,0.14270806362822888,0.1329596831842705
1,1,3,Shared_Core,Shared_Core,Shared_Core,Divergent,0.122060848939752,0.004431917594344766,0.004431917594344766,,0,0.1585131730168575,0.12862272114152945,0.1194296383747348
2,2,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.25924810900963424,0.003986717289116977,0.003986717289116977,,0,0.02988476630546049,0.026980543028681525,0.00817884612414572
3,3,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.24051092900561027,0.00407930585652924,0.00407930585652924,,0,0.16880538438757262,0.15336167063347247,0.05333678170486733
4,4,2,Shared_Core,Shared_Core,Shared_Core,Random,0.4175768004169714,0.004182777943160766,0.004182777943160766,,0,0.09084801351720537,0.06335223868252739,0.18765624402849762
5,5,2,Shared_Core,Shared_Core,Shared_Core,Random,0.47042580580446886,0.0038237539086029204,0.0038237539086029204,,0,0.10271496239497706,0.06978575002264094,0.2394843837177312
6,6,2,Shared_Core,Shared_Core,Shared_Core,Random,0.30805759436117086,0.003929425866191595,0.003929425866191595,,0,0.048947507688016804,0.040610793800581066,0.08465113241087507
7,7,3,Shared_Core,Shared_Core,Shared_Core,Random,0.2371806537456197,0.003965447704795328,0.003965447704795328,,0,0.047104731585864944,0.042374066111666185,0.07256071701369904
8,8,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.32184930872122575,0.0037623461746183083,0.0037623461746183083,,0,0.033783467339903665,0.017090481691180714,0.017573502439039726
9,9,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.3442474405545882,0.003308453117465028,0.003308453117465028,,0,0.0375848613545747,0.0256104667735084,0.01105892650300154
10,10,1,Condition_Biased,Biased_Random,Random,Random,0.28518489136804287,0.0057505166773449455,0.0057505166773449455,0.0,1,0.16021096356497663,0.18170010784355106,0.30736545566814366
11,11,2,Shared_Core,Shared_Core,Shared_Core,Random,0.16079058516208644,0.0036754488017225703,0.0036754488017225703,,0,0.027182862787244463,0.014545804973711413,0.028859450223131314
12,12,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.5264507587428553,0.003378940218000718,0.003378940218000718,,0,0.034851720030592,0.01074344738726578,0.010880578781857535
13,13,1,Condition_Biased,Biased_Random,Random,Random,0.27891351421780636,0.0058274435403293506,0.0058274435403293506,0.0,1,0.13989533011422114,0.17172513091591773,0.2763438413954443
14,14,1,Condition_Biased,Biased_Random,Random,Random,0.29021888379467037,0.005573502206184574,0.005573502206184574,0.0,1,0.09493850043077988,0.11985700483872462,0.19522442251995759
15,15,1,Condition_Biased,Biased_Random,Random,Random,0.2857572578592755,0.005073066711855813,0.005073066711855813,-0.014814814814814836,1,0.056901082359857996,0.073738214788988,0.11758637124396584
16,16,1,Condition_Biased,Biased_Random,Random,Random,0.20623176527878917,0.003492549647165411,0.003492549647165411,,0,0.024762535131432943,0.024994157956883548,0.037805811012232744
17,17,1,Condition_Biased,Biased_Random,Random,Random,0.3654005690395072,0.00385414222118159,0.00385414222118159,,0,0.012310461352441323,0.014314289327967104,0.028642831963521465
18,18,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.22656049382845894,0.0044869034813486775,0.0044869034813486775,,0,0.021424067601199366,0.023283318696523864,0.00793973239897578
19,19,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.28931590104628074,0.004691015813576222,0.004691015813576222,-0.022222222222222143,0,0.030735800025501737,0.02368346503171971,0.010200309035954652
20,20,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.24658898313434754,0.005333384793866167,0.005333384793866167,0.0,1,0.06522467953187448,0.06295200551628435,0.015888723537877753
21,21,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.25892875476920457,0.005232903933249259,0.005232903933249259,-0.014814814814814836,1,0.073547071725544,0.06982521608314186,0.016762082554675914
22,22,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.23931724393691106,0.0052779858629330096,0.0052779858629330096,0.0,1,0.06453216929609577,0.06353219565023821,0.015686436439002003
23,23,2,Shared_Core,Shared_Core,Shared_Core,Divergent,0.2310440129468915,0.0050082023278202464,0.0050082023278202464,-0.014814814814814836,1,0.04156230459921062,0.03990029285430277,0.012022437155246734
24,24,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.1576700393194812,0.003545246102757869,0.003545246102757869,,0,0.03153279090690409,0.022316536678878403,0.023570484013503624
25,25,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.2064101090822098,0.003977576943358982,0.003977576943358982,,0,0.03890121623839217,0.09759155640171634,0.08949239057255909
26,26,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.31754616474881825,0.0052580182844930105,0.0052580182844930105,-0.007407407407407418,1,0.10656002674389768,0.0628112097413688,0.04757930389864163
27,27,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.22972695688574735,0.0038725639922882037,0.0038725639922882037,,0,0.03579198113746113,0.10394177392677025,0.09442155294948154
28,28,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.25016628026342835,0.004914366760198028,0.004914366760198028,-0.007407407407407418,1,0.06364149680841903,0.03982152824182151,0.036521180779500693
29,29,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.21011243692664094,0.004028351200641652,0.004028351200641652,,0,0.055547246907803195,0.12015648251251569,0.10131439381727465
30,30,2,Shared_Core,Shared_Core,Shared_Core,Convergent,0.24722245383547078,0.003987513786828147,0.003987513786828147,,0,0.05097847906182761,0.13131120030290236,0.10753073129389021
31,31,1,Condition_Biased,Biased_Random,Random,Random,0.3607696927169087,0.003837953338211936,0.003837953338211936,,0,0.019068381243549218,0.01990267733560392,0.041480069705802536
32,32,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.05002965867203131,0.004458388942315332,0.004458388942315332,,0,0.030532559890869178,0.031056407908046688,0.025661407921601227
33,33,1,Condition_Biased,Biased_Divergent,Divergent,Divergent,0.08568984958054945,0.003933380285561515,0.003933380285561515,,0,0.02606956438264913,0.01888736691966495,0.025021429577221473
34,34,1,Condition_Biased,Biased_Convergent,Convergent,Convergent,0.12737670628773895,0.0044329104387239105,0.0044329104387239105,,0,0.015067816343313703,0.015337517982713444,0.008675579071320869
35,35,2,Shared_Core,Shared_Core,Shared_Core,Random,0.11375720753451456,0.004107632829069172,0.004107632829069172,,0,0.03607602583037482,0.02533747847118075,0.038589725996954025
