window_start,window_end,n_trials,n_neurons_used,neuron_mode,n_features_fc,n_components_svd,n_splits,accuracy_mean,accuracy_std,shuffle_accuracy_mean,shuffle_accuracy_std,accuracy_minus_shuffle,activity_decoder_accuracy_ref,fc_minus_activity_ref,recall_Divergent,recall_Convergent,recall_Random
10,30,135,226,rr_union,25425,40,3,0.8444444444444444,0.0888888888888889,0.33851851851851844,0.03409239332083285,0.505925925925926,0.9944444444444445,-0.15000000000000002,0.7555555555555555,0.8444444444444444,0.9333333333333333
