Time(s),Accuracy,Baseline,Accuracy_STD
-2.5,0.41666666666666663,0.4333333333333334,0.06804138174397717
-2.25,0.4222222222222222,0.35,0.03042903097250922
-2.0,0.4333333333333333,0.36111111111111105,0.046481112585226414
-1.75,0.4222222222222222,0.3611111111111111,0.06631853547951845
-1.5,0.4444444444444445,0.4222222222222222,0.05196746370519363
-1.25,0.4444444444444445,0.40555555555555556,0.03402069087198858
-1.0,0.4222222222222222,0.38888888888888884,0.060220787190774436
-0.75,0.4611111111111111,0.42777777777777776,0.015214515486254621
-0.5,0.4666666666666666,0.3611111111111111,0.045643546458763846
-0.25,0.4222222222222222,0.39999999999999997,0.07708020514173117
0.0,0.45,0.3944444444444445,0.045643546458763826
0.25,0.6277777777777777,0.37777777777777777,0.05046083923495817
0.5,0.7777777777777779,0.35000000000000003,0.05196746370519365
0.75,0.888888888888889,0.36666666666666664,0.04392052305789413
1.0,0.9111111111111111,0.40555555555555556,0.02324055629261322
1.25,0.9277777777777778,0.3666666666666667,0.04212708580028637
1.5,0.9333333333333332,0.3388888888888889,0.03167153958608718
1.75,0.9555555555555555,0.37222222222222223,0.042127085800286415
2.0,0.9777777777777779,0.3555555555555555,0.012422599874998838
2.25,0.9833333333333334,0.3555555555555555,0.015214515486254623
2.5,0.9777777777777779,0.4333333333333333,0.02324055629261322
2.75,0.961111111111111,0.45,0.031671539586087184
3.0,0.9833333333333334,0.45,0.015214515486254621
3.25,0.9666666666666666,0.4111111111111111,0.012422599874998837
3.5,0.9555555555555555,0.38888888888888895,0.024845199749997673
3.75,0.9666666666666666,0.3888888888888889,0.012422599874998837
4.0,0.9833333333333334,0.4333333333333333,0.015214515486254621
4.25,0.9833333333333334,0.43888888888888894,0.015214515486254621
4.5,0.9666666666666668,0.40555555555555556,0.02324055629261322
4.75,0.9555555555555555,0.4111111111111111,0.031671539586087184
5.0,0.9722222222222221,0.4,0.0340206908719886
5.25,0.9722222222222221,0.38333333333333336,0.0340206908719886
5.5,0.9722222222222221,0.3666666666666666,0.0340206908719886
5.75,0.961111111111111,0.34444444444444444,0.04212708580028641
6.0,0.9444444444444444,0.29444444444444445,0.06514466333088094
6.25,0.9388888888888889,0.32777777777777783,0.07708020514173114
6.5,0.95,0.3222222222222222,0.036217791140014735
6.75,0.9055555555555556,0.3,0.03167153958608714
7.0,0.8777777777777779,0.29444444444444445,0.01521451548625456
7.25,0.8333333333333334,0.34444444444444444,0.043920523057894144
7.5,0.7944444444444445,0.3833333333333333,0.03167153958608718
7.75,0.7444444444444445,0.3055555555555555,0.04969039949999535
8.0,0.7277777777777776,0.3611111111111111,0.036217791140014735
8.25,0.65,0.3388888888888889,0.09128709291752767
8.5,0.588888888888889,0.25555555555555554,0.02324055629261322
8.75,0.611111111111111,0.26111111111111107,0.055555555555555525
9.0,0.5722222222222222,0.3,0.0847108371220939
9.25,0.48888888888888893,0.38888888888888895,0.07505142270059055
9.5,0.538888888888889,0.31666666666666665,0.08240220541217402
9.75,0.4666666666666666,0.3555555555555555,0.036217791140014714
