Class_ID,Class_Name,N_Trials,N_Neurons,Effective_Dim_PR,Effective_Dim_eRank,Effective_Dim_90Var
1,Divergent,45,226,8.55316274431452,15.272861187557945,17.0
2,Convergent,45,226,9.054042593384342,15.310335689693582,16.0
3,Random,45,226,10.16716945306418,15.869096061402173,16.0
