level_type,level,observed_count,expected_count,observed_prop,expected_prop,enrichment_ratio,log2_enrichment,p_over,p_under,p_two_sided,n_important_edges,n_total_edges,p_fdr_bh
decile,D1,28,254.3500098328417,0.01101061738104601,0.1000196656833825,0.11008452493523235,-3.18331641757378,1.0,3.120893327742347e-83,6.241786655484694e-83,2543,25425,3.120893327742347e-82
decile,D2,42,254.2499901671583,0.01651592607156901,0.0999803343166175,0.1651917467999379,-2.5977864852111585,1.0,5.661280546111639e-70,1.1322561092223279e-69,2543,25425,3.7741870307410926e-69
decile,D3,65,254.3500098328417,0.025560361777428233,0.1000196656833825,0.25555336145678936,-1.968303526677515,1.0,1.2293960575765834e-52,2.4587921151531667e-52,2543,25425,4.9175842303063335e-52
decile,D4,73,254.2499901671583,0.028706252457727094,0.0999803343166175,0.28711898848560635,-1.800279349146996,1.0,1.6820168021798406e-47,3.364033604359681e-47,2543,25425,5.606722673932802e-47
decile,D5,110,254.3500098328417,0.04325599685410932,0.1000196656833825,0.4324749193884128,-1.2093116262044,1.0,1.1658936124555614e-28,2.331787224911123e-28,2543,25425,3.3311246070158896e-28
decile,D6,142,254.2499901671583,0.05583955957530476,0.0999803343166175,0.558505429656933,-0.8403567885467518,1.0,3.4533189205218714e-17,6.906637841043743e-17,2543,25425,8.633297301304678e-17
decile,D7,184,254.3500098328417,0.07235548564687377,0.1000196656833825,0.7234125924315269,-0.46710938368545984,0.9999998597354228,2.0946237367349694e-07,4.189247473469939e-07,2543,25425,4.654719414966599e-07
decile,D8,325,254.2499901671583,0.12780180888714118,0.0999803343166175,1.2782694692852339,0.35419199984983535,1.0514891308963036e-06,0.999999240167938,2.102978261792607e-06,2543,25425,2.102978261792607e-06
decile,D9,508,254.3500098328417,0.19976405819897758,0.1000196656833825,1.9972478095392154,0.9980133470169759,5.4123703878265886e-58,1.0,1.0824740775653177e-57,2543,25425,2.7061851939132944e-57
decile,D10,1066,254.2499901671583,0.41918993314982306,0.0999803343166175,4.192723859255567,2.0678878146853474,0.0,1.0,0.0,2543,25425,0.0
regime,WeakTail_D1D2,70,508.6,0.027526543452615022,0.2,0.13763271726238693,-2.86110463481258,1.0,1.5765702594887398e-162,3.1531405189774797e-162,2543,25425,
regime,StrongTail_D9D10,1574,508.6,0.6189539913488006,0.2,3.0947699567285287,1.6298321736998596,0.0,1.0,0.0,2543,25425,
