importance_strong_tail_decile10,importance_weak_tail_decile1,importance_gap_d10_minus_d1,corr_mean_decile10,corr_mean_decile1
0.15576494863837476,0.07641723265393782,0.07934771598443693,0.28865625137824114,-0.02497290686986864
