Class_ID,Class_Name,Decile_Index,Mean_Correlation,Noise_Mean_Corr,Corr_Delta_vs_D1,Noise_Delta_vs_D1
1,Divergent,1,0.04549640432727778,-0.24254543191947198,0.0,0.0
1,Divergent,2,0.08785100077959926,-0.0945628699619586,0.04235459645232148,0.14798256195751336
1,Divergent,3,0.11379603735467712,-0.018542753109253164,0.06829963302739935,0.22400267881021882
1,Divergent,4,0.1363548480653104,0.04259827668096823,0.09085844373803262,0.2851437086004402
1,Divergent,5,0.15781629538200417,0.09943107415040676,0.1123198910547264,0.3419765060698787
1,Divergent,6,0.17857383131313403,0.15464778250017785,0.13307742698585626,0.39719321441964983
1,Divergent,7,0.1994110575521852,0.21257103411154546,0.1539146532249074,0.4551164660310174
1,Divergent,8,0.22378623600590156,0.2772167820775676,0.17828983167862378,0.5197622139970396
1,Divergent,9,0.25755699434730345,0.3548342129104183,0.21206059002002567,0.5973796448298903
1,Divergent,10,0.37783917296650604,0.5327152393121243,0.3323427686392283,0.7752606712315963
2,Convergent,1,0.044535613812218676,-0.2464356287969743,0.0,0.0
2,Convergent,2,0.08850996304625602,-0.12171712419482113,0.04397434923403735,0.12471850460215318
2,Convergent,3,0.1144390188068679,-0.058638283835133385,0.06990340499464923,0.18779734496184092
2,Convergent,4,0.13667161586791038,-0.005230280868644376,0.0921360020556917,0.24120534792832993
2,Convergent,5,0.15721936128549274,0.045042218572488905,0.11268374747327406,0.2914778473694632
2,Convergent,6,0.1775880254353875,0.0959810824904904,0.1330524116231688,0.3424167112874647
2,Convergent,7,0.19919612559453803,0.1486559602582519,0.15466051178231935,0.39509158905522623
2,Convergent,8,0.22360032365842636,0.20749765714823878,0.17906470984620768,0.4539332859452131
2,Convergent,9,0.2555926249538055,0.28300785104461307,0.21105701114158684,0.5294434798415873
2,Convergent,10,0.38064000564595263,0.4814607039776561,0.336104391833734,0.7278963327746304
3,Random,1,0.032600220454872667,-0.2466498639827459,0.0,0.0
3,Random,2,0.0720061900769677,-0.11680046232059813,0.03940596962209503,0.12984940166214778
3,Random,3,0.09531787181080752,-0.040227120198631054,0.06271765135593485,0.20642274378411485
3,Random,4,0.11490622716535943,0.02261701839669681,0.08230600671048677,0.26926688237944274
3,Random,5,0.13436493510768163,0.08037920133526183,0.10176471465280897,0.32702906531800774
3,Random,6,0.1534957020070233,0.13640523697256368,0.12089548155215064,0.3830551009553096
3,Random,7,0.17436993004954718,0.19786484218458117,0.1417697095946745,0.4445147061673271
3,Random,8,0.1996903237583861,0.26534934832693774,0.16709010330351343,0.5119992123096837
3,Random,9,0.23523297002935076,0.3528795788218324,0.20263274957447808,0.5995294428045783
3,Random,10,0.3543040314803662,0.5506435179515045,0.32170381102549356,0.7972933819342504
