Class_ID,Class_Name,Mean_Signal_Corr,Mean_Noise_Corr,Mean_Abs_Signal_Corr,Mean_Abs_Noise_Corr,Signal_Noise_Coupling_r
1,Divergent,0.8105374158937861,0.1318020061254969,0.8105374158937861,0.20324054497605715,0.1799460297035279
2,Convergent,0.792254971865223,0.08293088003676423,0.792254971865223,0.17015661660282436,0.26584352514378057
3,Random,0.7104837593985845,0.12021065632197478,0.7104837593985845,0.20104134248926595,0.1485315778470399
