Class_ID,n_nodes,n_edges,density,mean_degree,largest_component,avg_clustering,global_efficiency,local_efficiency,transitivity,efficiency,modularity,betweenness_mean
1,226,1271,0.04999016715830875,11.247787610619469,200,0.621601839681481,0.2890852647844494,0.7331285465322939,0.5048275862068966,0.2890852647844494,0.5237678132472805,0.007863288383199886
2,226,1271,0.04999016715830875,11.247787610619469,164,0.6993708133598557,0.20644072981536477,0.7772558102730326,0.5448882374496152,0.20644072981536477,0.43623072585133094,0.005372418879056048
3,226,1271,0.04999016715830875,11.247787610619469,181,0.616161137231979,0.2513249988294647,0.7262402466410064,0.5126582278481012,0.2513249988294647,0.5978553224785059,0.0058849557522123895
